Title,Date,Category,Description
"Lãnh đạo Đảng, Nhà nước tham quan gian trưng bày Báo Thanh Niên tại ĐH Đảng bộ TP.HCM",2025-10-14 09:50:00,Thời sự,"Trước khi bắt đầu phiên chính thức Đại hội đại biểu Đảng bộ TP.HCM, các lãnh đạo Đảng, Nhà nước đã tham quan khu triển lãm báo chí - xuất bản, trong đó có gian trưng bày Báo Thanh Niên."
"Cảnh báo đường phố Hà Nội ngập lụt 0,4 m do mưa kéo dài",2025-10-14 09:00:00,Thời sự,"Dự báo thời tiết Hà Nội ngày 14.10 có mưa vừa, mưa to từ sáng đến chiều, nguy cơ ngập lụt ở nhiều tuyến phố, độ ngập sâu từ 0,1 - 0,3 m, có nơi ngập sâu nhất đến 0,4 m."
Tổng Bí thư Tô Lâm dự Đại hội đại biểu Đảng bộ TP.HCM lần thứ I,2025-10-14 08:29:00,Thời sự,"Sáng 14.10, Đại hội đại biểu Đảng bộ TP.HCM lần thứ I, nhiệm kỳ 2025 - 2030 chính thức khai mạc. Tổng Bí thư Tô Lâm tới dự và dự kiến phát biểu chỉ đạo đại hội."
Để không còn 'điểm nóng' rác thải,2025-10-14 08:23:00,Blog phóng viên,"Chiến dịch xóa các điểm bức xúc về rác thải, xà bần của P.Sơn Trà (TP.Đà Nẵng) là động thái tích cực, biểu thị quyết tâm của chính quyền cơ sở trong việc lập lại trật tự môi trường. Nhưng để duy trì kết quả ấy còn nhiều việc phải làm…"
"Đà Nẵng: Hơn 1.600 cơ sở nhà, đất đủ điều kiện sắp xếp lại sau sáp nhập",2025-10-14 08:11:00,Thời sự,"Bí thư Thành ủy Đà Nẵng Lương Nguyễn Minh Triết yêu cầu tập trung rà soát, sắp xếp, bố trí, xử lý trụ sở, tài sản công nhằm phòng, chống lãng phí."
Chờ đánh thức những khu 'đất vàng' ở Gia Lai,2025-10-14 07:00:00,Thời sự,"Sau sáp nhập, hàng trăm trụ sở dôi dư tại Gia Lai đã trở thành khối tài sản công khổng lồ. Làm thế nào để những khu ""đất vàng"" này không bị bỏ hoang, xuống cấp hay thất thoát đang là bài toán lớn đặt ra với chính quyền địa phương."
Xây dựng TP.HCM là thành phố XHCN tiêu biểu,2025-10-14 06:30:00,Thời sự,"Sáng nay (14.10), Đại hội đại biểu Đảng bộ TP.HCM lần thứ I diễn ra phiên trọng thể với sự tham dự của lãnh đạo Đảng, Nhà nước."
"Chưa khắc phục xong 5,7 ha đất 'dôi dư' tại dự án Summerland",2025-10-14 06:16:00,Thời sự,"Sau kết luận của Ủy ban Kiểm tra T.Ư, phần diện tích gần 5,7 ha ""dôi dư"" tại dự án Summerland (P.Phú Thủy, Lâm Đồng) vẫn chưa được điều chỉnh, dù đã có chỉ đạo khắc phục cụ thể từ nửa năm trước."
'Chia phe' tranh luận về việc giữ hay bỏ xét tuyển bằng học bạ,2025-10-14 06:13:00,Thời sự,"Trong khi Bộ GD-ĐT đang khảo sát lấy ý kiến về vấn đề ""có nên duy trì xét tuyển đại học bằng học bạ ?"", nhiều bạn đọc Báo Thanh Niên cũng ""chia phe"" tranh luận về việc này."
Những trường hợp nào được miễn giấy phép xây dựng?,2025-10-14 05:00:00,Thời sự,"Công trình xây dựng cấp IV, nhà ở riêng lẻ ở nông thôn có quy mô dưới 7 tầng và thuộc khu vực không có quy hoạch đô thị… thì không cần phải xin giấy phép xây dựng."
Đường ven biển 112 km qua tỉnh Vĩnh Long sẽ như thế nào?,2025-10-14 05:00:00,Thời sự,"Tuyến đường bộ ven biển Vĩnh Long dài hơn 112 km, tổng mức đầu tư hơn 27.000 tỉ đồng, gồm các dự án (DA): cầu Cửa Đại, cầu Ba Lai 8, DA đường bộ ven biển thuộc chương trình DPO, cầu Cổ Chiên 2, DA tuyến đường hành lang biển trên địa bàn tỉnh Trà Vinh (cũ), khi hoàn thành sẽ là tuyến giao thông trọng điểm ở miền Tây."
Đà Nẵng truy vết hành vi 'thổi giá' và đầu cơ bất động sản,2025-10-14 04:30:00,Thời sự,"Trước những dấu hiệu bất thường về thao túng và đầu cơ gây nhiễu loạn thị trường, UBND TP.Đà Nẵng đã ban hành công văn khẩn yêu cầu kiểm tra toàn diện công tác quản lý, sử dụng và đấu giá quyền sử dụng đất trên địa bàn."
Chiêm ngưỡng 'đại tiệc' ánh sáng ở tháp Tam Thắng Vũng Tàu,2025-10-14 04:30:00,Thời sự,"Tháp Tam Thắng vào ban ngày nhìn nổi bật giữa Bãi Sau Vũng Tàu với màu trắng tinh khôi. Khi màn đêm xuống, tháp Tam Thắng lung linh, huyền diệu với đủ sắc màu."
"50.000 quán ăn và quán cà phê đóng cửa hàng loạt, vì sao?",2025-10-14 04:26:00,Thời sự,"50.000 quán ăn, quán cà phê đóng cửa hàng loạt trong 6 tháng đầu năm 2025, cho thấy ngành ẩm thực - đồ uống đang trong giai đoạn thanh lọc mạnh vì áp lực cạnh tranh và chi phí."
Tai nạn chết người ở vòng xoay Tân Ngãi,2025-10-13 21:48:00,Thời sự,"Tai nạn chết người xảy ra khi xe trộn bê tông đang lưu thông thì bất ngờ va chạm xe máy đi cùng chiều tại khu vực vòng xoay Tân Ngãi (P.Tân Ngãi, Vĩnh Long)."
Đi lạc 4 ngày trong rừng sâu,2025-10-13 21:38:00,Dân sinh,"Một phụ nữ 37 tuổi đi lạc trong rừng sâu 4 ngày, rơi vào tình trạng đói lả, kiệt sức, đã được lực lượng tuần tra Đồn biên phòng Đắk Ken (Lâm Đồng) tìm thấy và cứu sống kịp thời."
"Nhiều vụ đổ trộm rác thải, xà bần ở Đà Nẵng",2025-10-13 20:25:00,Dân sinh,"Liên tiếp trong những ngày qua, Tổ kiểm tra, xử lý vi phạm hành chính về môi trường P.Sơn Trà (TP.Đà Nẵng) đã 'mật phục' bắt hàng loạt vụ đổ trộm rác thải, xà bần…"
Tết Bính Ngọ nghỉ 9 ngày liên tục,2025-10-13 20:21:00,Thời sự,Văn phòng Chính phủ vừa có văn bản truyền đạt ý kiến của Thủ tướng Phạm Minh Chính đồng ý cho  nghỉ tết Âm lịch 2026 trong 9 ngày liên tục.
Bàn giao tê tê Java quý hiếm cho Vườn quốc gia Chư Mom Ray,2025-10-13 20:21:00,Dân sinh,"Cá thể tê tê Java đi lạc vào nhà dân ở P.Đăk Bla (tỉnh Quảng Ngãi), sau đó bàn giao cho Trung tâm Bảo tồn đa dạng sinh học và du lịch sinh thái Vườn quốc gia Chư Mom Ray cứu hộ, chăm sóc..."
Phó thủ tướng: Tăng trưởng 10% trở lên là 'thách thức rất lớn của nhiệm kỳ tới',2025-10-13 20:19:00,Thời sự,"Phó thủ tướng thường trực Nguyễn Hòa Bình cho rằng mục tiêu tăng trưởng 10% trở lên và GDP bình quân đầu người đạt 8.500 USD vào năm 2030 là ""thách thức rất lớn trong nhiệm kỳ tới""."
Vụ ô tô lao vào quán nhậu khiến 1 người tử vong: Khởi tố tài xế,2025-10-13 19:59:00,Pháp luật,"Công an đã khởi tố và tạm giam bị can để điều tra vụ tài xế lái ô tô lao vào quán nhậu ở xã Bình Dương (Gia Lai), khiến 1 người tử vong và 1 người bị thương."
Viện KSND tối cao phục hồi điều tra vụ 'không truy cứu trách nhiệm hình sự người có tội',2025-10-13 19:55:00,Pháp luật,"Viện KSND tối cao vừa có thông báo đến gia đình bị hại và các luật sư về việc phục hồi giải quyết nguồn tin về tội phạm 'không truy cứu trách nhiệm hình sự người có tội' xảy ra tại Cơ quan CSĐT Công an H.Trà Ôn, Vĩnh Long (cũ)."
"Sau mưa lớn, chim hồng hoàng quý hiếm bay vào vườn nhà dân",2025-10-13 19:43:00,Thời sự,Người dân Quảng Trị vừa giao nộp cá thể chim quý hiếm có tên trong Sách đỏ sau khi phát hiện con  chim này bay vào vườn nhà sau đợt mưa lớn.
"Trộm 23,5 chỉ vàng của hàng xóm, sau đó mang trả và đến công an đầu thú",2025-10-13 19:08:00,Pháp luật,"Một phụ nữ ở Đắk Lắk đột nhập nhà hàng xóm, trộm vàng trị giá hơn 300 triệu đồng, nhưng nhiều ngày sau đã mang toàn bộ tài sản trả lại và đến cơ quan công an đầu thú."
Nhật Bản viện trợ khẩn cấp giúp Việt Nam khắc phục hậu quả bão lũ,2025-10-13 19:06:00,Thời sự,"Chính phủ Nhật Bản, thông qua JICA, đã nhanh chóng cung cấp hàng cứu trợ khẩn cấp cho Việt Nam nhằm hỗ trợ người dân bị ảnh hưởng nặng nề bởi các đợt bão lũ liên tiếp trong tháng 9 và tháng 10."
Ông Trần Sỹ Thanh nói về nguyên nhân khiến thủ đô bị ngập lụt nặng,2025-10-13 18:57:00,Thời sự,"Theo Chủ tịch Hà Nội Trần Sỹ Thanh, có nhiều nguyên nhân gây ngập lụt ở Hà Nội thời gian qua, trong đó có nguyên nhân do nhiều sông, hồ của thành phố những năm qua không được nạo vét."
Bộ Nội vụ phản hồi kiến nghị hạ tuổi hưởng trợ cấp hưu trí,2025-10-13 18:55:00,Thời sự,"Trả lời kiến nghị của cử tri, Bộ Nội vụ cho rằng việc giảm độ tuổi hưởng trợ cấp hưu trí xã hội cần được đánh giá toàn diện về tác động kinh tế - xã hội, bảo đảm tính khả thi và bền vững của hệ thống trợ cấp trong thời gian tới."
"Công an TP.HCM làm việc với Lương Bằng Quang, chồng của Ngân 98",2025-10-13 18:45:00,Thời sự,"Chiều 13.10, Cơ quan CSĐT Công an TP.HCM cho biết đã làm việc với ông Lương Bằng Quang (43 tuổi, chồng của Ngân 98) để làm rõ vai trò trong đường dây hoạt động sản xuất, buôn bán thực phẩm giả của thương hiệu ZuBu."
TP.HCM đã chi hơn 67 tỉ đồng hỗ trợ đồng bào vùng bão lũ,2025-10-13 18:38:00,Thời sự,TP.HCM đã chi hơn 67 tỉ đồng để hỗ trợ đồng bào các tỉnh phía bắc chịu thiệt hại nặng nề do bão lũ gây ra.
Phát hiện hàng chục ngàn sản phẩm sơn móng tay nhập lậu,2025-10-13 18:17:00,Pháp luật,"Lực lượng Quản lý thị trường tỉnh Lâm Đồng tạm giữ hơn 20.000 sản phẩm sơn móng tay nhập lậu, có tổng trị giá gần 300 triệu đồng."
"6 phó chủ tịch tỉnh Lâm Đồng cùng đi gỡ vướng đất đai, thủ tục đầu tư",2025-10-13 18:12:00,Dân sinh,"Lâm Đồng đang tập trung gỡ vướng đất đai, rừng và thủ tục đầu tư cho hàng trăm dự án ngoài ngân sách, nhằm đánh thức khối vốn 'đang ngủ yên' và tạo động lực tăng trưởng mới cho kinh tế tỉnh."
Đã bắt được cá sấu nghi tấn công người trên sông Chò,2025-10-13 18:08:00,Dân sinh,"Sau 5 ngày truy tìm, lực lượng chức năng xã Diên Lâm (Khánh Hòa) đã bắt được con cá sấu dài hơn 2,6 m, nặng khoảng 80 kg tại sông Chò, nơi trước đó một người dân nghi bị tấn công."
Đảm bảo an ninh tuyệt đối cho Đại hội đại biểu Đảng bộ TP.HCM,2025-10-13 18:01:00,Thời sự,"Công an TP.HCM, đặc biệt là lực lượng Cảnh sát cơ động, đã triển khai đồng bộ các phương án đảm bảo an ninh, trật tự cho Đại hội đại biểu Đảng bộ TP.HCM lần thứ I (nhiệm kỳ 2025 - 2030)."
Vì sao cần lập Trung tâm đột quỵ tại đặc khu Phú Quốc?,2025-10-13 17:59:00,Thời sự,"Bác sĩ giỏi Bệnh viện Chợ Rẫy được tăng cường đến Trung tâm y tế đặc khu Phú Quốc, vừa cứu sống kịp thời 2 bệnh nhân bị đột quỵ."
Hai gia đình gặp nạn khi đi khám bệnh: 'Mở mắt ra còn lại đống hoang tàn',2025-10-13 17:53:00,Thời sự,"Liên quan đến vụ tai nạn nghiêm trọng khiến 7 người thuộc 2 gia đình ở Quảng Ngãi thương vong, nhiều nạn nhân cho biết thời điểm tai họa ập đến họ đều đang ngủ, khi 'mở mắt ra chỉ còn lại đống hoang tàn'."
"Rùa núi vàng quý hiếm 'lạc' vào nhà, người dân liền giao nộp kiểm lâm",2025-10-13 17:40:00,Thời sự,"Phát hiện có một con rùa vào nhà, một người dân ở Quảng Trị đăng lên mạng xã hội để hỏi thông tin, khi biết là loài rùa núi vàng quý hiếm đã lập tức giao nộp cho kiểm lâm."
Truy tố cựu Giám đốc Công ty Linh Yến Phi lừa đảo gần 45 tỉ đồng,2025-10-13 17:32:00,Pháp luật,"Viện KSND tỉnh Cà Mau vừa hoàn tất cáo trạng, truy tố bị can Nguyễn Minh Tân, cựu Giám đốc Công ty Linh Yến Phi cùng 2 đồng phạm lừa đảo chiếm đoạt gần 45 tỉ đồng của nhiều bị hại."
Đề nghị cân nhắc việc áp thuế thu nhập cá nhân với mua bán vàng miếng,2025-10-13 17:06:00,Thời sự,"Ủy ban Kinh tế - Tài chính đề nghị Chính phủ cân nhắc thỏa đáng việc áp thuế thu nhập cá nhân với chuyển nhượng, mua bán vàng miếng quy định tại dự thảo luật Thuế thu nhập cá nhân."
"'Khen thưởng phải ưu tiên tập thể, cá nhân trực tiếp lao động, sản xuất'",2025-10-13 16:54:00,Thời sự,"Phó chủ tịch nước Võ Thị Ánh Xuân cho rằng, công tác khen thưởng phải đúng người, đúng việc, kịp thời, ưu tiên những tập thể, cá nhân trực tiếp lao động, sản xuất ở những lĩnh vực, địa bàn khó khăn."
Đề xuất trích thưởng 10% số thuế vượt thu cho cán bộ thuế,2025-10-13 16:47:00,Thời sự,"Chính phủ đề xuất trích thưởng cho cơ quan quản lý thuế 10% số vượt thu theo chỉ tiêu hàng năm, dự kiến khoảng 8.000 tỉ đồng để chi thu nhập, đầu tư cơ sở vật chất."
"Hà Nội chiều nay mưa giông, đề phòng sét đánh, gió giật mạnh",2025-10-13 16:30:00,Thời sự,"Trung tâm Dự báo khí tượng thủy văn quốc gia cảnh báo, nhiều phường nội thành Hà Nội chiều nay có mưa giông, đề phòng sét đánh, gió giật mạnh."
Thành ủy TP.HCM bổ nhiệm 2 thư ký Bí thư Trần Lưu Quang,2025-10-13 15:55:00,Thời sự,"Ban Thường vụ Thành ủy TP.HCM vừa bổ nhiệm 2 cán bộ giữ chức thư ký ông Trần Lưu Quang, Bí thư Trung ương Đảng, Bí thư Thành ủy TP.HCM."
"Bất chấp quảng cáo sai sự thật, phạt kịch khung đến 100 triệu đồng",2025-10-13 14:36:00,Thời sự,"Bộ VH-TT-DL đề xuất tăng mức phạt kịch khung lên 100 triệu đồng đối với hành vi quảng cáo không đúng về chất lượng, công dụng của sản phẩm, hàng hóa."
'90% học sinh hạnh kiểm tốt nhưng bạo lực học đường vẫn nhức nhối',2025-10-13 14:33:00,Thời sự,"Chủ nhiệm Ủy ban Công tác đại biểu Nguyễn Thanh Hải đề nghị rà soát lại việc đánh giá và thực trạng đạo đức học sinh khi 90%, thậm chí 100% học sinh hạnh kiểm tốt nhưng bạo lực học đường vẫn thường xuyên xảy ra."
Ngân 98 từng bán sản phẩm gì trước khi bị bắt?,2025-10-13 13:59:00,Thời sự,"Trước khi bị Cơ quan Cảnh sát điều tra Công an TP.HCM khởi tố, bắt tạm giam, Ngân 98 từng bán rầm rộ các sản phẩm hỗ trợ giảm cân là hàng giả, chứa chất cấm trên các nền tảng mạng xã hội."
"'Lương cán bộ xã chưa tới 10 triệu, rất khó khăn'",2025-10-13 13:29:00,Thời sự,"Phó chủ tịch Quốc hội Nguyễn Thị Thanh đề nghị sớm hoàn thiện đề án vị trí việc làm gắn với cải cách tiền lương vì cán bộ cấp xã hiện nay lương thấp trong khi địa bàn xã rộng, công việc nhiều."
'Siêu' phường Hạc Thành ở Thanh Hóa có tân bí thư,2025-10-13 13:22:00,Dân sinh,"Ông Nguyễn Văn Biện (45 tuổi) đã được điều động, chỉ định giữ chức Bí thư Đảng ủy phường Hạc Thành (Thanh Hóa), thay cho ông Lê Anh Xuân - người đã bị khởi tố, bắt tạm giam để điều tra sai phạm trong thời gian giữ chức Bí thư TP.Thanh Hóa cũ."
"Nước sông Cầu đã rút, 'rốn lũ' Hà Nội vẫn ngập sâu",2025-10-13 13:20:00,Thời sự,"Dù nước trên sông Cầu đã rút nhưng vùng 'rốn lũ' ngoại thành Hà Nội vẫn chìm trong 'biển nước' khiến người dân địa phương ngao ngán. Người dân mong mỏi chính quyền có giải pháp tiêu thoát nước để sớm dọn dẹp nhà cửa, khắc phục hậu quả."
Hoãn phiên tòa tranh chấp di sản giữa vợ và mẹ cố diễn viên Đức Tiến,2025-10-13 12:34:00,Thời sự,Do luật sư của mẹ cố diễn viên Đức Tiến có đơn xin hoãn phiên tòa nên HĐXX sơ thẩm đã hoãn phiên tòa và sẽ thông báo lịch xét xử sau.
Chùm ảnh đặc biệt bãi đỗ trực thăng thứ hai của Bệnh viện Quân y 175,2025-10-13 12:19:00,Thời sự,"Bệnh viện Quân y 175 được giao nhiệm vụ phát triển dịch vụ cấp cứu đường không không chỉ dành cho quân đội, biển đảo mà kể cả địa điểm vùng xa của TP.HCM, hoặc cần cấp cứu ""giờ vàng"" cho bệnh nhân."
Đại biểu dự Đại hội Đảng bộ TP.HCM ủng hộ đồng bào bị thiệt hại mưa lũ,2025-10-13 12:04:00,Thời sự,"Tại phiên trù bị Đại hội đại biểu Đảng bộ TP.HCM lần thứ I nhiệm kỳ 2025 - 2030, các đại biểu đã tích cực đóng góp ủng hộ đồng bào khắc phục hậu quả bão lũ tại các tỉnh Bắc bộ và Bắc Trung bộ."
Cà Mau: Công an điều tra vụ 'bác sĩ không làm việc vẫn có y lệnh',2025-10-13 11:58:00,Pháp luật,"Công an tỉnh Cà Mau đã tiếp nhận thông tin, đang tiến hành các bước điều tra, giám định để làm rõ việc  bác sĩ không làm việc nhưng vẫn có y lệnh khám chữa bệnh bảo hiểm y tế (BHYT) tại Công ty TNHH Dược phẩm TVT - Phòng khám đa khoa Sài Gòn."
Tài xế xe bán tải rời khỏi hiện trường vụ tai nạn đã trình diện công an,2025-10-13 11:50:00,Dân sinh,"Sau khi xảy ra va chạm giao thông ở Đắk Lắk ngày 7.10 khiến hai học sinh bị thương, trong đó một em bị thương nặng, tài xế xe bán tải đã rời khỏi hiện trường, đến 11.10 mới ra trình diện cơ quan công an."
Chi tiết 188 giấy tờ được đề xuất tích hợp trên VNeID,2025-10-13 11:44:00,Thời sự,"Bộ Công an đề xuất 188 giấy tờ cấp cho công dân được tích hợp trên VNeID, trong đó hàng loạt giấy tờ quan trọng gắn với đời sống hàng ngày."
"Khởi tố, bắt tạm giam Ngân 98",2025-10-13 11:35:00,Thời sự,"Ngày 13.10, Cơ quan Cảnh sát điều tra Công an TP.HCM đã khởi tố, bắt tạm giam Võ Thị Ngọc Ngân (thường gọi Ngân 98) để điều tra về tội ""sản xuất, buôn bán hàng giả là thực phẩm""."
"'Làm sao chủ tịch UBND suốt ngày tiếp dân được, thế không làm việc khác à?'",2025-10-13 11:19:00,Thời sự,"Phó viện trưởng Viện KSND tối cao Nguyễn Duy Giảng cho rằng trong việc tiếp công dân, giải quyết khiếu nại, tố cáo cần cho phép ủy quyền để tránh mọi việc đẩy lên người đứng đầu."
"Hình ảnh ngày đầu Đại hội Đảng bộ TP.HCM lần thứ I, nhiệm kỳ 2025 - 2030",2025-10-13 11:17:00,Thời sự,"Trong phiên trù bị Đại hội đại biểu Đảng bộ TP.HCM lần thứ I, nhiệm kỳ 2025 - 2030, các đại biểu đã chuẩn bị một số nội dung cho phiên chính thức diễn ra ngày 14 - 15.10."
Làm rõ thông tin bảo vệ siêu thị khám xét bé trai vì nghi lấy trộm socola,2025-10-13 11:02:00,Dân sinh,"Mạng xã hội lan truyền thông tin nhân viên bảo vệ một siêu thị ở P.Xuân Hương - Đà Lạt (Lâm Đồng) tự ý khám xét bé trai 10 tuổi, nghi lấy trộm thanh socola, khi bé không có người thân hoặc người giám hộ đi cùng."
Trong 9 tiếng xảy ra 8 trận động đất ở miền Tây Quảng Ngãi,2025-10-13 10:58:00,Thời sự,Miền Tây Quảng Ngãi ghi nhận 8 trận động đất liên tiếp trong 9 tiếng. Đây là các trận động đất kích thích do hồ thủy điện.
Bị đâm tử vong do tấn công nhầm nhóm đối thủ,2025-10-13 10:49:00,Thời sự,"Một vụ án mạng nghiêm trọng xảy ra tại quán nhậu ở xã Tân Vĩnh Lộc, TP.HCM, xuất phát từ mâu thuẫn nhỏ liên quan đến tiếng nẹt pô xe máy."
"Vẫn còn ép mua bảo hiểm qua ngân hàng, tư vấn không minh bạch",2025-10-13 10:27:00,Thời sự,"Thứ trưởng Bộ Tài chính thừa nhận vẫn còn tình trạng ép mua bảo hiểm thông qua ngân hàng, tư vấn hợp đồng bảo hiểm không minh bạch."
Đại hội Đảng bộ TP.HCM: Bí thư Trần Lưu Quang nêu 2 nội dung quan trọng,2025-10-13 10:26:00,Thời sự,"Đại hội Đảng bộ TP.HCM sẽ tập trung đánh giá việc thực hiện nghị quyết nhiệm kỳ 2020 - 2025, mục tiêu nhiệm kỳ 2025 - 2030 và góp ý dự thảo văn kiện Đại hội XIV của Đảng."
Hai gia đình bị tai nạn khi đi khám bệnh: Bé gái 11 tháng tuổi tử vong,2025-10-13 09:55:00,Thời sự,"Dù được các bác sĩ Bệnh viện đa khoa Quảng Nam (ở TP.Đà Nẵng) nỗ lực cứu chữa, nhưng nạn nhân 11 tháng tuổi trong vụ 2 gia đình thuê xe đi khám bệnh gặp tai nạn đã tử vong."
Đoàn đại biểu dự Đại hội Đảng bộ TP.HCM dâng hương tưởng nhớ anh hùng liệt sĩ,2025-10-13 09:45:00,Thời sự,"Trước phiên trù bị Đại hội đại biểu Đảng bộ TP.HCM lần thứ I, Bí thư Thành ủy TP.HCM Trần Lưu Quang cùng đoàn đại biểu đã dâng hương tưởng nhớ anh hùng liệt sĩ, Chủ tịch Hồ Chí Minh."
Ổ gà trên quốc lộ 51 là nỗi ám ảnh của tài xế,2025-10-13 09:05:00,Thời sự,"Những ổ gà xuất hiện dày đặc trên quốc lộ 51 đang là nỗi ám ảnh của những tài xế ô tô con. Rất nhiều xe đã bị sụp ổ gà, bể lốp xe, thậm chí có xe còn bị hư hỏng cả mâm bánh."
Xử lý nghiêm nạn đưa người vào đường dây lừa đảo,2025-10-13 08:30:00,Blog phóng viên,"Từ đầu năm 2025 đến nay, hơn 1.700 người Việt bị Campuchia trục xuất về nước qua 2 cửa khẩu thuộc tỉnh Tây Ninh. Đáng chú ý, nhiều người trong số này đã tham gia các đường dây lừa đảo xuyên biên giới."
"6 ngày tới, miền Bắc đón 2 đợt mưa lớn liên tiếp",2025-10-13 08:07:00,Thời sự,"Dự báo thời tiết trong 6 ngày tới, các tỉnh miền Bắc sẽ có 2 đợt mưa lớn liên tiếp. Mưa lớn cục bộ có khả năng gây ra lũ quét trên các sông, suối nhỏ, sạt lở đất trên địa hình sườn dốc."
Người bắc cầu nhân ái ở bản làng vùng cao,2025-10-13 08:04:00,Thời sự,"Rời công việc ổn định, có mức lương cao trong cơ quan nhà nước, anh Hà Kim Cương, 'cha đẻ' của fanpage Cao Bằng Hóng, đã chọn cho mình một con đường riêng: dấn thân vào hành trình lan tỏa văn hóa và lòng nhân ái."
Bão chồng bão cuốn bay những cánh đồng tiền tỉ,2025-10-13 06:33:00,Thời sự,"2 cơn bão kèm theo mưa lũ ập vào Nghệ An trong vòng 1 tháng đã tàn phá hàng trăm hồ tôm, nhà lưới nông nghiệp, trại gà, biến những cánh đồng tiền tỉ thành những cánh đồng hoang."
TP.HCM định hình siêu đô thị đáng sống,2025-10-13 06:05:00,Thời sự,"Sáng nay (13.10), phiên trù bị Đại hội đại biểu Đảng bộ TP.HCM lần thứ I, nhiệm kỳ 2025 - 2030 diễn ra tại Học viện Cán bộ TP.HCM (P.Bình Thạnh) với sự tham dự của 550 đại biểu. Theo kế hoạch, Đại hội diễn ra từ ngày 13 - 15.10."
"Cần thiết tích hợp, cập nhật trên VNeID nhiều loại giấy tờ",2025-10-13 06:03:00,Thời sự,"Bạn đọc Báo Thanh Niên ủng hộ đề xuất của Bộ Công an về tích hợp, cập nhật trên VNeID 188 loại giấy tờ cấp cho công dân và 390 loại giấy tờ cấp cho tổ chức, và mong muốn ứng dụng này ngày càng chất lượng hơn để phục vụ người dân được tốt nhất."
"3.000 gian hàng của trên 2.500 tổ chức, doanh nghiệp tham gia Hội chợ Mùa Thu 2025",2025-10-13 06:00:00,Thời sự,"Hội chợ Mùa Thu 2025 sẽ khai mạc vào 9 giờ sáng 26.10 và bế mạc ngày 4.11. Trong khuôn khổ Hội chợ, sẽ có các hoạt động quyên góp ủng hộ đồng bào chịu ảnh hưởng nghiêm trọng của bão lũ tại miền Bắc và miền Trung."
Lòng khoan dung - 'Bí mật' làm nên sự thịnh vượng của Sài Gòn - TP.HCM,2025-10-13 05:00:00,Thời sự,Chúng ta thường nghe nói sự thịnh vượng của 'Sài Gòn - Hòn Ngọc Viễn Đông' trước đây. Tổng Bí thư Tô Lâm gần đây cũng nhắc đến. Nhưng đừng tưởng Sài Gòn thịnh vượng là do người Pháp hay là 'thành tựu' của chế độ VNCH. Sự thịnh vượng của nó là do 'tự nó' đấy.
Đại hội Đảng bộ TP.HCM: Những chỉ tiêu chiến lược của đô thị đáng sống,2025-10-13 04:48:00,Thời sự,"Với hệ thống 30 chỉ tiêu trình Đại hội Đảng bộ TP.HCM, diện mạo của siêu đô thị TP.HCM đến năm 2030 sẽ có hạ tầng hiện đại, người dân thụ hưởng chất lượng cuộc sống tốt hơn."
"Quốc lộ 14 ở Đồng Nai vá mãi vẫn hư, như 'giăng bẫy' người đi đường",2025-10-13 04:24:00,Dân sinh,"Quốc lộ 14 đoạn tỉnh Đồng Nai xuất hiện nhiều đoạn tuyến bị xuống cấp, hư hỏng, bong tróc mặt đường, tạo thành những 'ổ voi', 'ổ gà', gây nguy hiểm cho người và phương tiện lưu thông."
"Mưa lũ bão Matmo gây thiệt hại trên 8.720 tỉ đồng, còn 10.961 nhà ngập lụt",2025-10-12 20:37:00,Thời sự,"Mưa lũ bão Matmo gây thiệt hại trên 8.720 tỉ đồng ở Thái Nguyên, Hà Nội, Bắc Ninh và Lạng Sơn. Hà Nội, Bắc Ninh còn 10.961 nhà dân ngập lụt."
Không khí lạnh có khả năng gây mưa lớn ở miền Bắc 3 ngày tới,2025-10-12 18:56:00,Thời sự,"Không khí lạnh kết hợp với gió đông từ hoàn lưu áp cao cận nhiệt đới lấn tây có khả năng gây ra mưa lớn trên diện rộng ở miền Bắc, đặc biệt là khu vực đông Bắc bộ."
Cần làm rõ về 'miễn viện phí mức cơ bản',2025-10-12 18:45:00,Thời sự,"Sáng 12.10, Ủy ban Văn hóa và Xã hội của Quốc hội đã có phiên họp toàn thể cho ý kiến dự thảo Nghị quyết Quốc hội về các cơ chế chính sách để thực hiện hiệu quả Nghị quyết số 72-NQ/TW ngày 9.9.2025 của Bộ Chính trị, do Bộ Y tế soạn thảo."
'Không tiếp tục đổi mới thì chúng ta sẽ không thể phát triển được’,2025-10-12 18:41:00,Thời sự,"Theo Thủ tướng Phạm Minh Chính, phải đổi mới mạnh mẽ hơn nữa, trong đó khoa học công nghệ, đổi mới sáng tạo và chuyển đổi số là nền tảng, là con đường ngắn nhất, nhanh nhất."
Bị khởi tố vì 2 lần đốt rác trên sân thượng,2025-10-12 17:04:00,Pháp luật,"Trong 1 ngày, người đàn ông ở Hà Nội 2 lần đốt rác trên sân thượng gây cháy lan sang nhà hàng xóm. Công an đã khởi tố người này về tội gây rối trật tự công cộng và xem xét xử lý hành vi hủy hoại tài sản."
Điều động Bí thư Tỉnh ủy Lạng Sơn làm Bí thư Sơn La,2025-10-12 16:27:00,Thời sự,"Bí thư Tỉnh ủy Lạng Sơn Hoàng Văn Nghiệm, được Bộ Chính trị điều động, chỉ định làm Bí thư Tỉnh ủy Sơn La, nhiệm kỳ 2025 - 2030."
