Title,Date,Category,Description
Ông Zelensky chê cách NATO đánh chặn UAV,2025-09-13 11:06:00,Thế giới,Tổng thống Ukraine cho rằng việc NATO sử dụng vũ khí phòng không đắt tiền đánh chặn UAV giá rẻ không phải là phương án hiệu quả.
Những công trình biểu tượng của Nepal bị phá hoại trong biểu tình,2025-09-13 11:36:00,Thế giới,"Làn sóng biểu tình kéo dài nhiều ngày của giới trẻ đã phá hủy nhiều công trình biểu tượng, mang dấu ấn lịch sử của Nepal, như dinh tổng thống, tòa nhà quốc hội."
Nghi phạm ám sát Charlie Kirk từng có tương lai 'rất rộng mở',2025-09-13 11:38:00,Thế giới,"Tyler Robinson, nghi phạm ám sát Charlie Kirk, từng có thành tích học tập xuất sắc tại trường cấp ba và được nhận xét có tố chất lãnh đạo, nhưng mọi cánh cửa dường như đã khép lại."
Phó thủ lĩnh Hamas có thể đã bị thương nặng vì đòn không kích của Israel,2025-09-13 12:20:00,Thế giới,"Việc Hamas không công bố ảnh Phó thủ lĩnh dự đám tang con trai, người thiệt mạng do đòn không kích của Israel vào Doha, làm dấy lên đồn đoán ông này đã bị thương nặng."
Nam sinh tử vong khi lái xe đạp điện lao vào tường trong trường,2025-09-13 12:49:00,Thời sự,"Đồng Nai Nam sinh lớp 11 Trường THPT Phú Riềng (Bình Phước cũ) tử vong sau khi xe đạp điện bất ngờ tăng tốc, lao thẳng vào tường rào trong khuôn viên trường, chiều 12/9."
Nguyên phó chủ tịch UBND tỉnh Ninh Thuận cũ xin nghỉ công tác,2025-09-13 13:11:00,Thời sự,"Khánh Hòa Ông Phan Tấn Cảnh, Bí thư Đảng ủy xã Vĩnh Hải, nguyên phó chủ tịch UBND tỉnh Ninh Thuận cũ, đã xin nghỉ công tác ""vì lý do cá nhân""."
"NATO huy động tiêm kích, chiến hạm tăng cường phòng thủ Ba Lan",2025-09-13 14:10:00,Thế giới,NATO công bố chiến dịch điều động nhiều tiêm kích và tàu hộ vệ nhằm tăng cường phòng thủ không phận Ba Lan và sườn đông liên minh.
Chứng khoán Kafi hoàn tất tăng vốn lên 7.500 tỷ,2025-09-13 15:00:00,Kinh doanh,Chứng khoán Kafi công bố hoàn tất tăng vốn lên 7.500 tỷ thông qua phát hành quyền mua cổ phiếu cho cổ đông hiện hữu.
Ôtô 4 chỗ biến dạng sau va chạm liên hoàn,2025-09-13 15:17:00,Thời sự,"Đăk Lăk Đang chạy trên quốc lộ, ôtô 4 chỗ bị xe tải tông, lao vào gầm xe đầu kéo, biến dạng phần đuôi, hai người bị thương, sáng 13/9."
Nhóm 'cá mập' dẫn dắt thị trường chứng khoán,2025-09-13 16:04:00,Kinh doanh,"Một nửa thanh khoản 4 tháng qua đến từ nhà đầu tư tổ chức trong nước, cho thấy vai trò ngày càng lớn của họ trong dẫn dắt thị trường chứng khoán."
Kỳ vọng của người Nepal với Thủ tướng lâm thời Karki,2025-09-13 16:05:00,Thế giới,Nhiều người dân Nepal kỳ vọng bà Sushila Karki sẽ giải quyết tình trạng tham nhũng và khôi phục kinh tế đất nước sau khi nhậm chức thủ tướng.
Cả nước mưa trong tuần tới,2025-09-13 16:47:00,Thời sự,"Do ảnh hưởng dải hội tụ nhiệt đới và gió đông nam, cả nước sẽ có mưa trong tuần tới, tăng dần những ngày cuối tuần, tập trung ở miền Trung và Nam Bộ."
Mỹ sắp có vụ sáp nhập đường sắt lớn nhất nhiều thập kỷ,2025-09-13 17:10:00,Kinh doanh,Union Pacific và Norfolk Southern - hai hãng vận tải đường sắt hàng đầu tại Mỹ đang tìm cách để chính quyền bật đèn xanh cho thương vụ 85 tỷ USD.
Người dân giao nộp 2 con rái cá quý hiếm,2025-09-13 17:12:00,Thời sự,"Đồng Tháp Hai con rái cá quý hiếm nặng 6 kg vừa được người dân bàn giao cho cơ quan chức năng để chăm sóc, bảo tồn."
Houthi tuyên bố phóng tên lửa mang đầu đạn chùm vào Israel,2025-09-13 17:20:00,Thế giới,"Nhóm vũ trang Houthi tuyên bố phóng tên lửa mang đầu đạn chùm nhằm vào Tel Aviv, quân đội Israel khẳng định đã đánh chặn được mục tiêu."
Đề xuất 5 ngành dịch vụ 'ưu tiên chiến lược' tại TP HCM,2025-09-13 18:06:00,Kinh doanh,"Tài chính, thông tin truyền thông, logistics, khoa học - công nghệ và du lịch được đề xuất là 5 ngành dịch vụ ưu tiên chiến lược tại TP HCM."
Tổng Bí thư: Không để dữ liệu bị chiếm lĩnh,2025-09-13 18:18:00,Thời sự,"Tổng Bí thư Tô Lâm yêu cầu các cơ quan, ngành, mọi cá nhân chú trọng xây dựng, nuôi dưỡng nguồn dữ liệu và bảo mật chặt chẽ, tránh để lộ bí mật hay bị chiếm lĩnh."
33 tiếng cảnh sát Mỹ truy lùng nghi phạm ám sát Charlie Kirk,2025-09-13 19:00:00,Thế giới,"Cảnh sát Mỹ bắt được nghi phạm Tyler Robinson chỉ hơn một ngày sau vụ ám sát Charlie Kirk, trong chiến dịch truy lùng được mô tả là ""lịch sử""."
Thánh tích của Thánh Acutis bị lấy cắp,2025-09-13 19:08:00,Thế giới,"Thánh tích của Thánh Acutis bị lấy cắp khỏi giáo xứ ở Venezuela, chỉ hai ngày sau khi thần đồng máy tính Italy được phong thánh."
Tân Hiệp Phát đồng hành VCCI triển khai Báo cáo kinh tế tư nhân,2025-09-13 20:00:00,Kinh doanh,"Sáng kiến Báo cáo kinh tế tư nhân Việt Nam thường niên được Tân Hiệp Phát và VCCI triển khai với mục tiêu thúc đẩy cải cách thể chế, nâng cao năng lực cạnh tranh và phát triển bền vững."
Dự kiến có hợp đồng tương lai VN100 từ tháng 10,2025-09-13 20:01:00,Kinh doanh,"Chứng khoán phái sinh sẽ có thêm sản phẩm dựa trên chỉ số VN100, dự kiến giao dịch trong tháng 10, phá thế độc quyền của hợp đồng tương lai VN30."
Ông Trump: Tôi sẵn sàng mạnh tay trừng phạt Nga,2025-09-13 20:51:00,Thế giới,Tổng thống Mỹ tuyên bố sẽ trừng phạt Moskva nếu các nước thành viên NATO hành động tương tự và ngừng mua dầu Nga.
Sun Group xúc tiến hợp tác hàng không cùng 15 tập đoàn Mỹ,2025-09-13 21:00:00,Kinh doanh,"Sun Group đón 15 tập đoàn từ Mỹ, tổ chức tọa đàm hợp tác, nhằm thúc đẩy mô hình hàng không nghỉ dưỡng."
GSM hỗ trợ tài xế vay mua xe VinFast chạy dịch vụ với 0 đồng,2025-09-13 21:15:00,Kinh doanh,"GSM phối hợp VinFast và ngân hàng triển khai gói vay mua xe 0 đồng vốn đối ứng, trả góp cố định trong 5 năm, dành cho tài xế hoạt động trên nền tảng Xanh SM, từ 13/9."
Khoảnh khắc tên lửa Iskander tập kích 'trận địa UAV Ukraine',2025-09-13 21:42:00,Thế giới,Nga công bố video tên lửa đạn đạo Iskander-M tập kích khu vực nghi là trận địa tập kết và bãi phóng UAV tầm xa của Ukraine.
Đại sứ Mỹ tặng bánh sinh nhật quê nhà cho Giáo hoàng,2025-09-13 23:34:00,Thế giới,"Tân đại sứ Mỹ tại Vatican tặng bánh sinh nhật sôcôla của chuỗi cửa hàng tại Chicago, quê nhà Giáo hoàng Leo XIV, nhân sinh nhật 70 tuổi của ông."
Hàng trăm hộ dân ở Biên Hòa khổ sở vì bị ngập triền miên,2025-09-14 00:00:00,Thời sự,"Đồng Nai Hàng trăm hộ ở Phước Tân (TP Biên Hòa cũ) nhiều ngày qua ngập trong nước lũ sông Buông, khiến sinh hoạt đảo lộn, tài sản hư hỏng, trẻ em phải nghỉ học."
Thành cổ Quảng Trị xưa và nay,2025-09-14 00:00:00,Thời sự,"Sau cuộc chiến 81 ngày đêm năm 1972, thành cổ Quảng Trị chỉ còn lại một số bức tường, cổng thành loang lổ vết bom đạn, được lưu giữ đến ngày nay."
Chính quyền ông Trump muốn xóa nghĩa vụ báo cáo khí thải cho 8.000 cơ sở ô nhiễm,2025-09-14 00:01:00,Kinh doanh,"Cơ quan Bảo vệ Môi trường Mỹ đề xuất chấm dứt chương trình báo cáo khí nhà kính của 8.000 cơ sở lọc dầu, hóa chất, nhà máy điện."
Nữ triệu phú tự thân chỉ ra lợi ích của thuê nhà,2025-09-14 00:05:00,Kinh doanh,"Bernadette Joy cho rằng thuê nhà giúp cô giàu có hơn, bớt áp lực và phù hợp với lối sống linh hoạt."
"BYD, Tesla có thể chịu ảnh hưởng nặng nề khi Mexico áp thuế ôtô 50%",2025-09-14 04:00:00,Kinh doanh,Chuyên gia dự báo BYD và Tesla chịu thiệt hại nặng nhất bởi đề xuất áp thuế 50% ôtô nhập khẩu từ Trung Quốc của Mexico.
Hơn 400 hiện vật vàng thời Vương quốc Phù Nam tìm thấy ở miền Tây,2025-09-14 05:00:00,Thời sự,"Đồng Tháp Nhiều đợt khai quật ở Di tích quốc gia Gò Tháp tìm thấy hàng trăm hiện vật vàng với kỹ thuật chế tác tinh xảo, thuộc nền văn hoá Óc Eo, Vương quốc Phù Nam xưa."
Những phút cuối đời của nhà hoạt động bảo thủ Charlie Kirk,2025-09-14 05:00:00,Thế giới,"Charlie Kirk đến buổi tranh luận ở Utah trong điểm dừng chân đầu tiên của chuỗi sự kiện diễn thuyết trên khắp nước Mỹ, nhưng đó lại là điểm cuối hành trình cuộc đời anh."
Phát hành trái phiếu doanh nghiệp tăng trở lại,2025-09-14 06:10:00,Kinh doanh,"Tháng 8, phát hành trái phiếu doanh nghiệp đạt 58.600 tỷ đồng nhờ ngân hàng, doanh nghiệp bất động sản tăng huy động để tái cấp vốn, bổ sung nguồn lực trung dài hạn."
Ukraine tập kích nhà máy lọc dầu lớn của Nga,2025-09-14 07:08:00,Thế giới,"Hai drone của Ukraine tập kích nhà máy lọc dầu Ufa ở Bashkortostan, miền trung Nga, gây hỏa hoạn, thiệt hại nhỏ."
Elon Musk kêu gọi 'giải tán quốc hội' Anh,2025-09-14 07:41:00,Thế giới,"Tỷ phú Elon Musk kêu gọi ""giải tán quốc hội"" và ""thay đổi chính phủ"" Anh khi phát biểu trực tuyến tại sự kiện cực hữu ở London."
Vì sao lắp điện mặt trời mái nhà tự dùng phải thông báo cho EVN?,2025-09-14 07:45:00,Kinh doanh,"Hộ gia đình, doanh nghiệp lắp điện mặt trời mái nhà tự dùng cần thông báo cho cơ quan quản lý, EVN để đảm bảo an toàn, điều tiết hệ thống điện và thống kê dữ liệu quy hoạch."
5 thập niên ghi dấu ấn trong lĩnh vực kiểm soát côn trùng của Cesco,2025-09-14 08:00:00,Kinh doanh,"Với nền tảng khoa học và gần 50 năm kinh nghiệm, Cesco xây dựng giải pháp kiểm soát côn trùng hiệu quả, an toàn, phù hợp từng khách hàng."
"FBI tiêu hủy ma túy đá, 14 người vào viện do khói",2025-09-14 08:07:00,Thế giới,Mỹ Đám khói lan từ đợt tiêu hủy khoảng 1 kg ma túy đá của FBI ở Montana khiến các nhân viên trại cứu hộ động vật gần nơi đặt lò phải vào viện.
"Venezuela nói lính Mỹ chặn, khám xét tàu cá",2025-09-14 09:21:00,Thế giới,"Chính phủ Venezuela cáo buộc quân nhân trên chiến hạm Mỹ đổ bộ, khám xét một tàu cá của nước này trong vùng đặc quyền kinh tế."
Đề xuất xây dựng tàu điện monorail dọc sông Hồng,2025-09-14 10:01:00,Thời sự,"Liên danh Tập đoàn Đèo Cả - Văn Phú đề xuất xây dựng tuyến đường sắt đô thị (monorail) trên cao, dọc đại lộ ven sông Hồng dài 84 km."
Lao động Hàn Quốc kể phút truy quét 'như chiến dịch quân sự' ở Mỹ,2025-09-14 10:06:00,Thế giới,"Sau khi về nước, các lao động Hàn Quốc kể lại cuộc truy quét ""như chiến dịch quân sự"" tại Georgia, một số phàn nàn điều kiện giam giữ tồi tệ."
Thêm một nước NATO cáo buộc UAV Nga xâm nhập,2025-09-14 10:32:00,Thế giới,Romania triển khai tiêm kích F-16 và huy động máy bay của đồng minh để ứng phó UAV Nga xâm phạm không phận.
Chính phủ duyệt Đề án nâng hạng thị trường chứng khoán Việt Nam,2025-09-14 10:32:00,Kinh doanh,"Với mục tiêu nâng hạng chứng khoán lên ""thị trường mới nổi thứ cấp"" ngay 2025, Việt Nam sẽ tập trung tháo gỡ các rào cản để đáp ứng tiêu chí của FTSE Russell, MSCI."
Lâm Đồng công bố bảo vật quốc gia tượng Avalokitesvara,2025-09-14 10:50:00,Thời sự,"Tượng Avalokitesvara bằng đá sa thạch, cao 61 cm, nặng 13 kg, niên đại thế kỷ VIII-IX, kiệt tác nghệ thuật Chămpa, được công nhận là bảo vật quốc gia."
Chính phủ: Đánh thuế thu nhập từ mua bán vàng để hạn chế đầu cơ,2025-09-14 11:12:00,Kinh doanh,"Chính phủ yêu cầu Luật Thuế thu nhập cá nhân sửa đổi phải quy định rõ thu nhập từ mua bán vàng thuộc đối tượng chịu thuế để nâng tính minh bạch, hạn chế đầu cơ."
Người Đức ngày càng làm việc ít giờ hơn,2025-09-14 11:38:00,Thế giới,"Vốn nổi tiếng là quốc gia chăm chỉ, Đức giờ đối mặt với nỗi lo kinh tế và khủng hoảng bản sắc khi số giờ làm việc của người dân ngày một giảm."
Gen Z Nhật Bản dần xa lánh 'nhậu xã giao',2025-09-14 14:34:00,Thế giới,"Người trẻ ở Nhật Bản dùng thức uống có cồn ngày càng ít và cũng nhìn nhận tiêu cực về văn hóa ""nhậu xã giao"", muốn cuộc sống cân bằng hơn."
"Triển lãm thành tựu đất nước đón 1,3 triệu lượt khách một ngày",2025-09-14 14:40:00,Thời sự,"Triển lãm thành tựu đất nước 80 năm đón 1,3 triệu lượt khách trong ngày 13/9, dự kiến đạt 10 triệu lượt sau 19 ngày mở cửa, theo Ban tổ chức."
Người dân không cần xuất trình giấy tờ đã có trên VNeID,2025-09-14 15:39:00,Thời sự,"Thủ tướng yêu cầu cán bộ, công chức, viên chức khi làm thủ tục hành chính không được yêu cầu công dân nộp, xuất trình giấy tờ đã có thông tin tích hợp trên ứng dụng VNeID."
Quyền Thủ tướng Nepal cam kết chỉ nắm quyền 6 tháng,2025-09-14 15:48:00,Thế giới,"Bà Sushila Karki cam kết chỉ giữ vị trí lãnh đạo chính phủ Nepal trong 6 tháng trước tổng tuyển cử, khẳng định không ham muốn quyền lực."
"ACV đề xuất xây trung tâm logistics, khu phi thuế quan tại sân bay Long Thành",2025-09-14 15:59:00,Kinh doanh,ACV muốn xây dựng tổ hợp logistics hàng không tích hợp khu phi thuế quan tại sân bay Long Thành để thành trung tâm trung chuyển hàng hóa của ASEAN.
Dự án phòng khiêu vũ của Nhà Trắng được mở rộng,2025-09-14 17:36:00,Thế giới,"Sức chứa phòng khiêu vũ của Nhà Trắng, dự án được Tổng thống Trump dành nhiều tâm huyết, sẽ tăng khoảng 40% so với kế hoạch ban đầu."
Bẫy lừa thanh niên châu Phi đến trung tâm lừa đảo Myanmar,2025-09-14 19:00:00,Thế giới,"Các tổ chức tội phạm đang chuyển hướng sang châu Phi, nhắm đến những thanh niên khao khát tìm việc làm, để lừa họ tới Myanmar."
Thị trưởng Memphis không được báo về lệnh điều vệ binh đến thành phố,2025-09-14 19:39:00,Thế giới,"Mỹ Thị trưởng Memphis chỉ biết chính quyền Trump điều Vệ binh Quốc gia đến thành phố qua bản tin TV, bày tỏ không hoan nghênh động thái này."
Trung Quốc mở điều tra về giao dịch chip với Mỹ,2025-09-14 19:48:00,Kinh doanh,Bộ Thương mại Trung Quốc khởi xướng 2 cuộc điều tra về phân biệt đối xử và bán phá giá chip trong giao dịch sản phẩm này với Mỹ.
Mỹ và Trung Quốc đưa TikTok vào đàm phán thương mại,2025-09-14 19:55:00,Kinh doanh,"Mỹ và Trung Quốc bắt đầu vòng đàm phán thuế quan mới tại Tây Ban Nha, lần đầu bổ sung nội dung về sở hữu TikTok."
"Xe tải lật trên quốc lộ ở Lâm Đồng, ba người gặp nạn",2025-09-14 20:34:00,Thời sự,"Ôtô tải chở ba người chạy trên quốc lộ 55 đoạn qua tỉnh Bình Thuận cũ lật nghiêng, trượt vào lề đường, một phụ nữ tử vong tại chỗ, chiều 14/9."
"Chiến hạm Nga phóng tên lửa Zircon, hạ mục tiêu trong tập trận",2025-09-14 20:39:00,Thế giới,"Tàu hộ vệ Nga phóng tên lửa siêu vượt âm Zircon, bắn trúng mục tiêu trên biển trong cuộc tập trận chiến lược Zapad-2025."
Thủ tướng Qatar kêu gọi trừng phạt Israel,2025-09-14 22:43:00,Thế giới,"Thủ tướng Qatar kêu gọi thế giới trừng phạt Israel vì ""những tội ác"" của nước này, nhấn mạnh Doha sẽ tiếp tục nỗ lực hòa giải ở Gaza."
Ngôi trường sót lại sau cuộc chiến 81 ngày đêm ở Quảng Trị,2025-09-15 00:00:00,Thời sự,"Trong 81 ngày đêm năm 1972 bảo vệ thành cổ, nhà cửa, cơ sở hạ tầng ở thị xã Quảng Trị gần như bị san phẳng, riêng trường Bồ Đề không đổ sập."
Đà Nẵng dự kiến tăng giá thuê nhà ở xã hội đến năm 2030,2025-09-15 00:00:00,Thời sự,"Thành phố muốn tăng giá thuê tại 36 khu chung cư nhà ở xã hội, trong đó đến năm 2030 khu tăng nhiều nhất gấp gần 6 lần so với hiện tại."
Nỗ lực cứu con bị ung thư của người mẹ đơn thân,2025-09-15 00:12:00,Đời sống,"Lâm Đồng Hai năm sau ly hôn, chị Lê Thị Can thêm một lần như rơi xuống hố sâu không đáy khi con trai lớn chẩn đoán mắc ung thư."
Bi kịch của những người trúng số độc đắc,2025-09-15 02:00:00,Thế giới,"Phá sản, gia đình tan vỡ, thậm chí mất mạng, là bi kịch của một số người từng trúng số độc đắc khắp thế giới."
Ẩm thực Việt bùng nổ ở New York,2025-09-15 03:00:00,Thế giới,"Mỹ Hàng loạt nhà hàng Việt nở rộ ở New York, khai thác sự đa dạng ẩm thực quê nhà, thu hút sự chú ý của thực khách địa phương."
Lựa chọn sinh tử của người dân Gaza City giữa mưa bom Israel,2025-09-15 05:00:00,Thế giới,"Israel tăng cường không kích phá hủy hạ tầng ở Gaza City, nhưng nhiều dân thường chấp nhận bám trụ giữa hiểm cảnh, vì hành trình sơ tán vượt ngưỡng chịu đựng của họ."
Ông Trump lo nhà đầu tư 'hoảng sợ' vì vụ bắt công nhân Hàn Quốc,2025-09-15 06:36:00,Thế giới,"Tổng thống Trump nói ""không muốn khiến nhà đầu tư hoảng sợ"" và hoan nghênh lao động nước ngoài, sau vụ hơn 300 công nhân Hàn Quốc bị bắt."
Loạt tiêm kích F-35 Mỹ đáp xuống căn cứ gần Venezuela,2025-09-15 07:13:00,Thế giới,"Biên đội tiêm kích tàng hình F-35B hạ cánh xuống căn cứ ở Puerto Rico, song chưa rõ sẽ thực hiện nhiệm vụ gì ở khu vực."
Nghi phạm ám sát Charlie Kirk không hợp tác với nhà điều tra,2025-09-15 07:35:00,Thế giới,"Nghi phạm Tyler Robinson không hợp tác với nhà điều tra, buộc giới chức xác định động cơ vụ ám sát thông qua gia đình, bạn bè của anh ta."
Bà Văn Thị Bạch Tuyết làm Phó bí thư Thành ủy TP HCM,2025-09-15 08:33:00,Thời sự,"Bà Văn Thị Bạch Tuyết, 49 tuổi, Trưởng ban Tổ chức Thành ủy được Bộ Chính trị chỉ định giữ chức Phó bí thư Thành ủy TP HCM."
Ukraine mở rộng phản công ở tỉnh Sumy,2025-09-15 08:39:00,Thế giới,"Tổng thống Zelensky cho biết quân đội Ukraine đã tiến vào các huyện biên giới thuộc tỉnh Sumy, nơi Nga tìm cách thiết lập chỗ đứng trong nhiều tháng."
Ukraine tập kích tổ hợp tên lửa 50 triệu USD của Nga,2025-09-15 09:15:00,Thế giới,"Ukraine đăng video phóng drone vào bệ phóng Buk-M3 ở Zaporizhzhia, tuyên bố đã phá hủy ""hệ thống phòng không trị giá khoảng 50 triệu USD"" của Nga."
Hoàng tử Harry không ân hận về cuốn hồi ký,2025-09-15 09:23:00,Thế giới,"Harry bảo vệ cuốn hồi ký ""Spare"", khẳng định bản thân không hề hối hận sau khi cuốn sách được xuất bản hơn hai năm trước."
Metro Bến Thành - Suối Tiên dừng bán vé giấy ở 4 nhà ga,2025-09-15 09:47:00,Thời sự,"TP HCM Tuyến tàu điện dừng bán vé giấy tại ga Nhà hát thành phố, Ba Son, Văn Thánh và Phước Long từ 15/9, nhằm giảm thời gian chờ, hạn chế dùng tiền mặt."
Ông trùm bị cáo buộc bảo kê đế chế lừa đảo trực tuyến ở Myanmar,2025-09-15 09:48:00,Thế giới,"Saw Chit Thu, lãnh đạo phiến quân KNA, bị Mỹ trừng phạt với vai trò là người hậu thuẫn, bảo kê các băng đảng buôn người, lừa đảo trực tuyến ở Myanmar."
Cách Israel qua mặt đồng minh khi tập kích ban lãnh đạo Hamas ở Qatar,2025-09-15 10:37:00,Thế giới,"Chiến đấu cơ Israel từ Biển Đỏ phóng tên lửa đạn đạo theo quỹ đạo cao vào mục tiêu Hamas ở Doha, khiến cả Mỹ, Arab Saudi lẫn Qatar đều bị bất ngờ."
Đường sắt bán vé tàu Tết từ 20/9,2025-09-15 10:50:00,Thời sự,"Từ 8h ngày 20/9, ngành đường sắt mở bán vé tàu Tết Bính Ngọ 2026 trên các kênh, mỗi hành khách được mua tối đa 10 vé."
Nga đưa xe tăng T-90 trưng bày triển lãm ra chiến trường,2025-09-15 10:54:00,Thế giới,"Xe tăng T-90MS Nga trưng bày ở triển lãm quốc phòng tại UAE được đưa về nước, sơn lại rồi chuyển ra chiến trường ở Ukraine."
TPBank đồng hành chương trình âm nhạc 'Em xinh say hi',2025-09-15 11:00:00,Kinh doanh,"Không chỉ là nhà tài trợ concert ""Em xinh say hi"" tối 13/9 ở TP HCM, TPBank còn mang đến nhiều hoạt động bên lề tại sự kiện."
Cải tiến nắp chai đưa doanh số Vinamilk tăng gần 80% tại New Zealand,2025-09-15 11:00:00,Kinh doanh,"Một thay đổi ở nắp chai giúp Vinamilk loại bỏ hơn 5 triệu ống hút nhựa, góp phần đưa doanh số tại New Zealand của doanh nghiệp tăng gần 80% trong năm 2024."
Hầm chui 830 tỷ đồng ở cửa ngõ Nam Sài Gòn chi chít 'ổ gà',2025-09-15 11:01:00,Thời sự,"Hai nhánh hầm chui Nguyễn Văn Linh - Nguyễn Hữu Thọ (quận 7 cũ) xuất hiện nhiều ""ổ gà"", điểm sụt lún, trồi nhựa tạo sóng mấp mô sau hơn 9 tháng khai thác."
Người Việt có gần 138 triệu thẻ tài chính,2025-09-15 11:19:00,Kinh doanh,"Năm 2024, Việt Nam có gần 138 triệu thẻ tài chính đang lưu hành, 89% là thẻ ghi nợ nhưng thẻ tín dụng mới là động lực tăng trưởng chính."
Hoạt động kinh tế của Trung Quốc chậm lại,2025-09-15 11:26:00,Kinh doanh,"Sản xuất và bán lẻ tại Trung Quốc đồng loạt chậm lại trong tháng 8, thách thức đến mục tiêu tăng trưởng khoảng 5% năm nay."
Bàn giao 6 ha đất nhiễm dioxin sân bay Biên Hòa đã làm sạch,2025-09-15 11:30:00,Thời sự,"Đồng Nai Sau 6 năm triển khai dự án, nhiều diện tích đất nhiễm dioxin tại sân bay Biên Hòa được xử lý sạch, dự kiến toàn bộ công trình hoàn thành vào năm 2030."
Biểu tình cực hữu ở Anh biến thành đụng độ,2025-09-15 11:30:00,Thế giới,"150.000 người tham gia cuộc biểu tình cực hữu ở Anh, trong đó nhiều kẻ quá khích đụng độ với cảnh sát, khiến 26 sĩ quan bị thương."
Cuộc biểu tình 'đốt cháy đất nước' Nepal,2025-09-15 11:57:00,Thế giới,"Cuộc biểu tình của Gen Z nhanh chóng leo thang thành bạo lực, với những vụ đốt phá khiến Nepal gánh chịu nhiều hậu quả nghiêm trọng, có thể mất nhiều năm để khắc phục."
Giải chạy UOB Heartbeat 2025 gây quỹ hơn 940 triệu đồng,2025-09-15 12:00:00,Kinh doanh,"Hơn 2.000 người tham gia giải chạy, gây quỹ hơn 940 triệu đồng nhằm nâng cao khả năng tiếp cận giáo dục số cho học sinh Đồng bằng sông Cửu Long."
TP HCM sẽ tái lập Sở Quy hoạch - Kiến trúc,2025-09-15 12:40:00,Thời sự,"TP HCM sẽ tách chức năng quy hoạch, kiến trúc ra khỏi Sở Xây dựng để thành lập sở mới nhằm đáp ứng yêu cầu của thành phố sau sáp nhập."
Bốn xe va chạm trên cao tốc Cầu Giẽ - Ninh Bình,2025-09-15 12:54:00,Thời sự,"Bốn phương tiện gồm xe bồn tưới nước, xe khách 9 chỗ, bán tải và xe khách 30 chỗ va chạm liên hoàn trên cao tốc Cầu Giẽ - Ninh Bình làm 8 người bị thương."
"Tổng Bí thư: Tự chủ khí tài, nâng cao sức mạnh quốc phòng",2025-09-15 12:55:00,Thời sự,"Tổng Bí thư Tô Lâm yêu cầu Quân đội phát triển đội ngũ nhà khoa học đầu ngành, làm chủ công nghệ nền và công nghệ lõi để nghiên cứu, chế tạo vũ khí, khí tài hiện đại."
CEO TPBank: Chuyển đổi số đã thay đổi tương lai ngân hàng,2025-09-15 14:00:00,Kinh doanh,"Ông Nguyễn Hưng, CEO TPBank cho biết chuyển đổi số đã giúp TPBank từ một ngân hàng yếu kém vươn lên nhóm dẫn đầu, góp phần đưa Việt Nam tiến tới quốc gia số."
Đề xuất làm vành đai phía Tây Cần Thơ kinh phí 8.100 tỷ đồng,2025-09-15 14:08:00,Thời sự,"Thành phố dự kiến đầu tư khoảng 8.100 tỷ đồng để xây thêm 17 km đường vành đai phía Tây, nối quốc lộ 91, quốc lộ 80 và cao tốc Lộ Tẻ – Rạch Sỏi."
Giáo hoàng thừa nhận khó làm trung gian đàm phán Nga - Ukraine,2025-09-15 14:11:00,Thế giới,Giáo hoàng Leo XIV cho biết Vatican khó đóng vai trò trung gian để thúc đẩy hòa bình ở Ukraine và đang nỗ lực duy trì lập trường trung lập.
Thông điệp 'như game' được kẻ ám sát Charlie Kirk khắc trên vỏ đạn,2025-09-15 14:13:00,Thế giới,"Những dòng chữ khắc trên vỏ đạn của nghi phạm ám sát Charlie Kirk đều liên quan tới game bắn súng và meme trên mạng, dường như không thể hiện sắc thái chính trị."
Nga triển khai UAV cáp quang có khả năng mang drone tự sát,2025-09-15 14:14:00,Thế giới,"Nga chế tạo UAV Molniya-2 điều khiển bằng cáp quang và mang được drone con, cho phép mở rộng tầm tấn công mục tiêu ở Ukraine."
Chứng khoán VPBank muốn tham gia thị trường giao dịch hàng hóa,2025-09-15 14:45:00,Kinh doanh,"Chứng khoán VPBank lên kế hoạch tham gia thị trường giao dịch tài sản mã hóa, hàng hóa và các nền tảng cho vay ngang hàng (P2P lending)."
Đồng Nai đề xuất xây nút giao nối cao tốc với khu công nghiệp 410 ha,2025-09-15 14:50:00,Thời sự,Tỉnh Đồng Nai kiến nghị Bộ Xây dựng và Tài chính cho xây nút giao 319 trên cao tốc TP HCM - Long Thành - Dầu Giây để kết nối Khu công nghiệp công nghệ cao 410 ha.
Ông Trần Lưu Quang: 'TP HCM sẽ có sự thay đổi lớn về cán bộ',2025-09-15 15:25:00,Thời sự,"Sắp tới, TP HCM sẽ có thay đổi lớn về cán bộ, ưu tiên chọn người phù hợp, dân chủ, không bảo thủ, theo Bí thư Thành ủy Trần Lưu Quang."
Phó thủ tướng muốn Anh giới thiệu nhà đầu tư đến trung tâm tài chính Việt Nam,2025-09-15 15:26:00,Kinh doanh,"Phó thủ tướng Nguyễn Hòa Bình mong muốn Anh tiếp tục hỗ trợ xây dựng, giới thiệu nhà đầu tư tại London đến trung tâm tài chính ở Việt Nam."
Đàn chó hoang 40 con khiến người dân thành phố ở Texas lo sợ,2025-09-15 15:34:00,Thế giới,"Mỹ Đàn chó hoang hàng chục con lang thang ở thành phố Godley khiến người dân lo ngại, trong khi giới chức ""không thể làm gì nhiều""."
