id,Title,Date,Category,Description,Url
314d35139937e787215759133fb30b6e,"3.000 gian h&agrave;ng của tr&ecirc;n 2.500 tổ chức, doanh nghiệp tham gia Hội chợ M&ugrave;a Thu 2025",2025-10-13T06:00:00,Thời sự,"<a href=""https://thanhnien.vn/3000-gian-hang-cua-tren-2500-to-chuc-doanh-nghiep-tham-gia-hoi-cho-mua-thu-2025-185251012231540387.htm""><img src=""https://images2.thanhnien.vn/zoom/600_315/528068263637045248/2025/10/13/hoichomuathu-2025-17603186107051266324270.jpg""></a> Hội chợ M&ugrave;a Thu 2025 sẽ khai mạc v&agrave;o 9 giờ s&aacute;ng 26.10 v&agrave; bế mạc ng&agrave;y 4.11. Trong khu&ocirc;n khổ Hội chợ, sẽ c&oacute; c&aacute;c hoạt động quy&ecirc;n g&oacute;p ủng hộ đồng b&agrave;o chịu ảnh hưởng nghi&ecirc;m trọng của b&atilde;o lũ tại miền Bắc v&agrave; miền Trung.",https://thanhnien.vn/3000-gian-hang-cua-tren-2500-to-chuc-doanh-nghiep-tham-gia-hoi-cho-mua-thu-2025-185251012231540387.htm
0c12d5b750fa4b0c750aa574f7745890,L&ograve;ng khoan dung - &#039;B&iacute; mật&#039; l&agrave;m n&ecirc;n sự thịnh vượng của S&agrave;i G&ograve;n - TP.HCM,2025-10-13T05:00:00,Thời sự,"<a href=""https://thanhnien.vn/long-khoan-dung-bi-mat-lam-nen-su-thinh-vuong-cua-sai-gon-tphcm-185251012143752953.htm""><img src=""https://images2.thanhnien.vn/zoom/600_315/528068263637045248/2025/10/12/hinh-anh-1760161184902177311348-0-0-1124-1799-crop-17602542648691955391017.jpeg""></a> Ch&uacute;ng ta thường nghe n&oacute;i sự thịnh vượng của &#039;S&agrave;i G&ograve;n - H&ograve;n Ngọc Viễn Đ&ocirc;ng&#039; trước đ&acirc;y. Tổng B&iacute; thư T&ocirc; L&acirc;m gần đ&acirc;y cũng nhắc đến. Nhưng đừng tưởng S&agrave;i G&ograve;n thịnh vượng l&agrave; do người Ph&aacute;p hay l&agrave; &#039;th&agrave;nh tựu&#039; của chế độ VNCH. Sự thịnh vượng của n&oacute; l&agrave; do &#039;tự n&oacute;&#039; đấy.",https://thanhnien.vn/long-khoan-dung-bi-mat-lam-nen-su-thinh-vuong-cua-sai-gon-tphcm-185251012143752953.htm
d5f78632141e2a8d2420b02d5bc20068,Đại hội Đảng bộ TP.HCM: Những chỉ ti&ecirc;u chiến lược của đ&ocirc; thị đ&aacute;ng sống,2025-10-13T04:48:00,Thời sự,"<a href=""https://thanhnien.vn/tphcm-5-nam-toi-qua-cac-chi-tieu-dai-hoi-dang-bo-lan-thu-nhat-185251012082402445.htm""><img src=""https://images2.thanhnien.vn/zoom/600_315/528068263637045248/2025/10/13/tong-duyet-van-nghe-chao-mung-dai-hoi-dang-bo-tphcm-17601830632051747921523-0-0-1441-2306-crop-1760316411309910786774.jpg""></a> Với hệ thống 30 chỉ ti&ecirc;u tr&igrave;nh Đại hội Đảng bộ TP.HCM, diện mạo của si&ecirc;u đ&ocirc; thị TP.HCM đến năm 2030 sẽ c&oacute; hạ tầng hiện đại, người d&acirc;n thụ hưởng chất lượng cuộc sống tốt hơn.",https://thanhnien.vn/tphcm-5-nam-toi-qua-cac-chi-tieu-dai-hoi-dang-bo-lan-thu-nhat-185251012082402445.htm
0bc86ab34380d17cb9eea9b1baf60c78,"Quốc lộ 14 ở Đồng Nai v&aacute; m&atilde;i vẫn hư, như &#039;giăng bẫy&#039; người đi đường",2025-10-13T04:24:00,Dân sinh,"<a href=""https://thanhnien.vn/quoc-lo-14-o-dong-nai-va-mai-van-hu-nhu-giang-bay-nguoi-di-duong-18525101219033365.htm""><img src=""https://images2.thanhnien.vn/zoom/600_315/528068263637045248/2025/10/12/1-1760266346331798749776-0-182-1440-2486-crop-17602691997211763416410.jpg""></a> Quốc lộ 14 đoạn tỉnh Đồng Nai xuất hiện nhiều đoạn tuyến bị xuống cấp, hư hỏng, bong tr&oacute;c mặt đường, tạo th&agrave;nh những &#039;ổ voi&#039;, &#039;ổ g&agrave;&#039;, g&acirc;y nguy hiểm cho người v&agrave; phương tiện lưu th&ocirc;ng.",https://thanhnien.vn/quoc-lo-14-o-dong-nai-va-mai-van-hu-nhu-giang-bay-nguoi-di-duong-18525101219033365.htm
a91152db59076ee1edfe5666ab7abdf7,"Mưa lũ b&atilde;o Matmo g&acirc;y thiệt hại tr&ecirc;n 8.720 tỉ đồng, c&ograve;n 10.961 nh&agrave; ngập lụt",2025-10-12T20:37:00,Thời sự,"<a href=""https://thanhnien.vn/mua-lu-bao-matmo-gay-thiet-hai-tren-8720-ti-dong-con-10961-nha-ngap-lut-185251012193012125.htm""><img src=""https://images2.thanhnien.vn/zoom/600_315/528068263637045248/2025/10/12/photo-1760271808273-1760271809774256051625-35-0-1285-2000-crop-1760271851969156472956.jpeg""></a> Mưa lũ b&atilde;o Matmo g&acirc;y thiệt hại tr&ecirc;n 8.720 tỉ đồng ở Th&aacute;i Nguy&ecirc;n, H&agrave; Nội, Bắc Ninh v&agrave; Lạng Sơn. H&agrave; Nội, Bắc Ninh c&ograve;n 10.961 nh&agrave; d&acirc;n ngập lụt.",https://thanhnien.vn/mua-lu-bao-matmo-gay-thiet-hai-tren-8720-ti-dong-con-10961-nha-ngap-lut-185251012193012125.htm
357d23fbe6aada82a94eaa972c287192,Kh&ocirc;ng kh&iacute; lạnh c&oacute; khả năng g&acirc;y mưa lớn ở miền Bắc 3 ng&agrave;y tới,2025-10-12T18:56:00,Thời sự,"<a href=""https://thanhnien.vn/khong-khi-lanh-co-kha-nang-gay-mua-lon-o-mien-bac-3-ngay-toi-185251012183054689.htm""><img src=""https://images2.thanhnien.vn/zoom/600_315/528068263637045248/2025/10/12/photo-1760268363242-176026836433566388963-0-16-369-606-crop-1760268502434717263344.png""></a> Kh&ocirc;ng kh&iacute; lạnh kết hợp với gi&oacute; đ&ocirc;ng từ ho&agrave;n lưu &aacute;p cao cận nhiệt đới lấn t&acirc;y c&oacute; khả năng g&acirc;y ra mưa lớn tr&ecirc;n diện rộng ở miền Bắc, đặc biệt l&agrave; khu vực đ&ocirc;ng Bắc bộ.",https://thanhnien.vn/khong-khi-lanh-co-kha-nang-gay-mua-lon-o-mien-bac-3-ngay-toi-185251012183054689.htm
81dc3cec87e84366a86f914f942f8fed,Cần l&agrave;m r&otilde; về &#039;miễn viện ph&iacute; mức cơ bản&#039;,2025-10-12T18:45:00,Thời sự,"<a href=""https://thanhnien.vn/can-lam-ro-ve-mien-vien-phi-muc-co-ban-185251012170503173.htm""><img src=""https://images2.thanhnien.vn/zoom/600_315/528068263637045248/2025/10/12/bv-vd-1-17602619879001456527201-250-0-1500-2000-crop-1760261997540702983124.jpg""></a> S&aacute;ng 12.10, Ủy ban Văn h&oacute;a v&agrave; X&atilde; hội của Quốc hội đ&atilde; c&oacute; phi&ecirc;n họp to&agrave;n thể cho &yacute; kiến dự thảo Nghị quyết Quốc hội về c&aacute;c cơ chế ch&iacute;nh s&aacute;ch để thực hiện hiệu quả Nghị quyết số 72-NQ/TW ng&agrave;y 9.9.2025 của Bộ Ch&iacute;nh trị, do Bộ Y tế soạn thảo.",https://thanhnien.vn/can-lam-ro-ve-mien-vien-phi-muc-co-ban-185251012170503173.htm
77b94a6db38249ed5e619cdb5060f9dc,&#039;Kh&ocirc;ng tiếp tục đổi mới th&igrave; ch&uacute;ng ta sẽ kh&ocirc;ng thể ph&aacute;t triển được&rsquo;,2025-10-12T18:41:00,Thời sự,"<a href=""https://thanhnien.vn/khong-tiep-tuc-doi-moi-thi-chung-ta-se-khong-the-phat-trien-duoc-185251012180055556.htm""><img src=""https://images2.thanhnien.vn/zoom/600_315/528068263637045248/2025/10/12/img2790-1760260245350457213194-1760267033688862556233-83-0-1333-2000-crop-1760267162872114706276.jpg""></a> Theo Thủ tướng Phạm Minh Ch&iacute;nh, phải đổi mới mạnh mẽ hơn nữa, trong đ&oacute; khoa học c&ocirc;ng nghệ, đổi mới s&aacute;ng tạo v&agrave; chuyển đổi số l&agrave; nền tảng, l&agrave; con đường ngắn nhất, nhanh nhất.",https://thanhnien.vn/khong-tiep-tuc-doi-moi-thi-chung-ta-se-khong-the-phat-trien-duoc-185251012180055556.htm
eb26737f2a0884990a103c182b4ed418,Bị khởi tố v&igrave; 2 lần đốt r&aacute;c tr&ecirc;n s&acirc;n thượng,2025-10-12T17:04:00,Pháp luật,"<a href=""https://thanhnien.vn/bi-khoi-to-vi-2-lan-dot-rac-tren-san-thuong-185251012164316399.htm""><img src=""https://images2.thanhnien.vn/zoom/600_315/528068263637045248/2025/10/12/img0127-17602620570521971271426-272-0-757-777-crop-17602621332321487781421.jpeg""></a> Trong 1 ng&agrave;y, người đ&agrave;n &ocirc;ng ở H&agrave; Nội 2 lần đốt r&aacute;c tr&ecirc;n s&acirc;n thượng g&acirc;y ch&aacute;y lan sang nh&agrave; h&agrave;ng x&oacute;m. C&ocirc;ng an đ&atilde; khởi tố người n&agrave;y về tội g&acirc;y rối trật tự c&ocirc;ng cộng v&agrave; xem x&eacute;t xử l&yacute; h&agrave;nh vi hủy hoại t&agrave;i sản.",https://thanhnien.vn/bi-khoi-to-vi-2-lan-dot-rac-tren-san-thuong-185251012164316399.htm
5777d1c731a4e9772fcedc5e54c84731,Điều động B&iacute; thư Tỉnh ủy Lạng Sơn l&agrave;m B&iacute; thư Sơn La,2025-10-12T16:27:00,Thời sự,"<a href=""https://thanhnien.vn/dieu-dong-bi-thu-tinh-uy-lang-son-lam-bi-thu-son-la-185251012154119112.htm""><img src=""https://images2.thanhnien.vn/zoom/600_315/528068263637045248/2025/10/12/base64-1760258575512332421097-0-0-442-707-crop-1760258584387999154232.jpeg""></a> B&iacute; thư Tỉnh ủy Lạng Sơn Ho&agrave;ng Văn Nghiệm, được Bộ Ch&iacute;nh trị điều động, chỉ định l&agrave;m B&iacute; thư Tỉnh ủy Sơn La, nhiệm kỳ 2025 - 2030.",https://thanhnien.vn/dieu-dong-bi-thu-tinh-uy-lang-son-lam-bi-thu-son-la-185251012154119112.htm
5d85390ff7ee65af7aa54a3a869517ed,Đ&agrave;n c&aacute; heo bơi lượn tung tăng gần đảo H&ograve;n Cau,2025-10-12T16:22:00,Thời sự,"<a href=""https://thanhnien.vn/dan-ca-heo-boi-luon-tung-tang-gan-dao-hon-cau-185251012152311444.htm""><img src=""https://images2.thanhnien.vn/zoom/600_315/528068263637045248/2025/10/12/anh-ca-heo-1760257115195599388033-8-0-386-605-crop-1760257370465825049298.jpg""></a> Đ&agrave;n c&aacute; heo khoảng 20 con xuất hiện v&agrave; tung bơi gần đảo H&ograve;n Cau (L&acirc;m Đồng) l&agrave;m nhiều người th&iacute;ch th&uacute;.",https://thanhnien.vn/dan-ca-heo-boi-luon-tung-tang-gan-dao-hon-cau-185251012152311444.htm
10e9fb4de6d8cb1b589d64ed94112eac,C&agrave; Mau: C&ocirc;ng an x&aacute;c minh bằng cấp của một b&aacute;c sĩ đ&atilde; kh&aacute;m hơn 4.500 lượt bệnh,2025-10-12T16:03:00,Thời sự,"<a href=""https://thanhnien.vn/ca-mau-cong-an-xac-minh-bang-cap-cua-mot-bac-si-da-kham-4500-luot-benh-185251012130700108.htm""><img src=""https://images2.thanhnien.vn/zoom/600_315/528068263637045248/2025/10/12/06764ece-564c-44f1-92d2-a82a90daeb16-17602485111581015891778-0-0-1449-2318-crop-17602485603431641365449.png""></a> C&ocirc;ng an C&agrave; Mau đang x&aacute;c minh bằng cấp của một b&aacute;c sĩ đ&atilde; kh&aacute;m hơn 4.500 lượt bệnh tại Ph&ograve;ng kh&aacute;m đa khoa Y Đức S&agrave;i G&ograve;n.",https://thanhnien.vn/ca-mau-cong-an-xac-minh-bang-cap-cua-mot-bac-si-da-kham-4500-luot-benh-185251012130700108.htm
9f8a47f37077c6b4cd6913b6cf381d2d,Đo&agrave;n đại biểu dự Đại hội Đảng bộ TP.HCM thăm v&agrave; l&agrave;m việc V&ugrave;ng 2 Hải qu&acirc;n,2025-10-12T14:29:00,Thời sự,"<a href=""https://thanhnien.vn/doan-dai-bieu-du-dai-hoi-dang-bo-tphcm-tham-va-lam-viec-vung-2-hai-quan-185251012135039375.htm""><img src=""https://images2.thanhnien.vn/zoom/600_315/528068263637045248/2025/10/12/4-doan-tham-quan-tim-hieu-thuc-te-tren-cac-tau-cua-lu-doan-167-17602515101461669019559-0-0-1013-1620-crop-1760251717576294448456.jpg""></a> Đo&agrave;n đại biểu dự Đại hội đại biểu Đảng bộ TP.HCM lần thứ I (nhiệm kỳ 2025 - 2030) l&agrave;m việc với Bộ Tư lệnh V&ugrave;ng 2 Hải qu&acirc;n để t&igrave;m hiểu thực tiễn hoạt động của lực lượng hải qu&acirc;n trong bảo vệ chủ quyền v&agrave; ph&aacute;t triển kinh tế biển.",https://thanhnien.vn/doan-dai-bieu-du-dai-hoi-dang-bo-tphcm-tham-va-lam-viec-vung-2-hai-quan-185251012135039375.htm
6890cc2f3ee920546c61abcef41c8aca,Bắt nghi phạm cướp giật điện thoại nữ chủ qu&aacute;n c&agrave; ph&ecirc;,2025-10-12T13:57:00,Thời sự,"<a href=""https://thanhnien.vn/bat-nghi-pham-cuop-giat-dien-thoai-nu-chu-quan-ca-phe-185251012120432698.htm""><img src=""https://images2.thanhnien.vn/zoom/600_315/528068263637045248/2025/10/12/anh-cuop-giat-1760245343111150099554-44-0-404-576-crop-17602454708501120514215.jpg""></a> Vờ hỏi mượn điện thoại của nữ chủ qu&aacute;n c&agrave; ph&ecirc; ở Đắk Lắk, rồi... cầm bỏ chạy. Nghi phạm cướp giật n&agrave;y đ&atilde; bị bắt giữ.",https://thanhnien.vn/bat-nghi-pham-cuop-giat-dien-thoai-nu-chu-quan-ca-phe-185251012120432698.htm
28774106704bcdafab90e2c309230484,Chủ tịch Tập đo&agrave;n Becamex mong được tiếp tục đ&oacute;ng g&oacute;p v&agrave;o sự ph&aacute;t triển của TP.HCM,2025-10-12T12:55:00,Thời sự,"<a href=""https://thanhnien.vn/chu-tich-tap-doan-becamex-mong-duoc-tiep-tuc-dong-gop-vao-su-phat-trien-cua-tphcm-185251012124521306.htm""><img src=""https://images2.thanhnien.vn/zoom/600_315/528068263637045248/2025/10/12/1000016210-1760257460444625879942-0-202-1124-2000-crop-17602575790391595136092.jpg""></a> S&aacute;ng 12.10, tại phường B&igrave;nh Dương, Đo&agrave;n đại biểu dự Đại hội Đảng bộ TP.HCM thăm, l&agrave;m việc với Tập đo&agrave;n Becamex. &Ocirc;ng Nguyễn Văn H&ugrave;ng, Chủ tịch HĐQT Tập đo&agrave;n b&agrave;y tỏ mong muốn tiếp tục được đ&oacute;ng g&oacute;p v&agrave;o sự ph&aacute;t triển chung của TP.HCM.",https://thanhnien.vn/chu-tich-tap-doan-becamex-mong-duoc-tiep-tuc-dong-gop-vao-su-phat-trien-cua-tphcm-185251012124521306.htm
5a3f495ab2f190fc955a4dcd0ee3dc88,Nhiều người trong 2 gia đ&igrave;nh ở Quảng Ng&atilde;i bị tai nạn khi ra Đ&agrave; Nẵng kh&aacute;m bệnh,2025-10-12T12:53:00,Thời sự,"<a href=""https://thanhnien.vn/nhieu-nguoi-trong-2-gia-dinh-o-quang-ngai-bi-tai-nan-khi-ra-da-nang-kham-benh-185251012121058854.htm""><img src=""https://images2.thanhnien.vn/zoom/600_315/528068263637045248/2025/10/12/z71079233190902172a02b555ff2a4042f1ac5fd6b95ee-17602457323801149434462-66-0-730-1063-crop-17602458538811910827031.jpg""></a> Nhiều người trong 2 gia đ&igrave;nh ở tỉnh Quảng Ng&atilde;i thu&ecirc; &ocirc; t&ocirc; đi ra TP.Đ&agrave; Nẵng kh&aacute;m bệnh, nhưng kh&ocirc;ng may gặp tai nạn nghi&ecirc;m trọng, khiến tất cả đều bị thương.",https://thanhnien.vn/nhieu-nguoi-trong-2-gia-dinh-o-quang-ngai-bi-tai-nan-khi-ra-da-nang-kham-benh-185251012121058854.htm
9ff3a38590a539eb7c37f792717cc99e,"Xe giường nằm va chạm xe m&aacute;y, 2 người chết, 3 phương tiện hư hỏng",2025-10-12T11:36:00,Thời sự,"<a href=""https://thanhnien.vn/xe-giuong-nam-va-cham-xe-may-2-nguoi-chet-3-phuong-tien-hu-hong-185251012105432438.htm""><img src=""https://images2.thanhnien.vn/zoom/600_315/528068263637045248/2025/10/12/z71077021335800cf19b7445f60b3988329fbd8cd2116d-1760241009320567299253-141-0-1741-2560-crop-1760241182989987353392.jpg""></a> Xe giường nằm va chạm xe m&aacute;y khiến hai vợ chồng lớn tuổi tử vong tại x&atilde; Ph&ugrave; Mỹ, Gia Lai; ba phương tiện hư hỏng, hiện trường đầy dấu vết va chạm.",https://thanhnien.vn/xe-giuong-nam-va-cham-xe-may-2-nguoi-chet-3-phuong-tien-hu-hong-185251012105432438.htm
a6928c3bcdf931f0dc0dff2de82761af,"Đo&agrave;n đại biểu dự Đại hội Đảng bộ TP.HCM trải nghiệm metro, d&acirc;ng hương Vua H&ugrave;ng",2025-10-12T11:26:00,Thời sự,"<a href=""https://thanhnien.vn/doan-dai-bieu-du-dai-hoi-dang-bo-tphcm-trai-nghiem-metro-dang-huong-vua-hung-185251012110215324.htm""><img src=""https://images2.thanhnien.vn/zoom/600_315/528068263637045248/2025/10/12/1000016211-1760259886646290559483-0-0-1250-2000-crop-176025993659851202327.jpg""></a> S&aacute;ng 12.10, đo&agrave;n đại biểu dự Đại hội đại biểu Đảng bộ TP.HCM lần thứ I tham quan c&aacute;c c&ocirc;ng tr&igrave;nh, m&ocirc; h&igrave;nh kinh tế, văn h&oacute;a, x&atilde; hội, quốc ph&ograve;ng, an ninh ti&ecirc;u biểu tr&ecirc;n địa b&agrave;n.",https://thanhnien.vn/doan-dai-bieu-du-dai-hoi-dang-bo-tphcm-trai-nghiem-metro-dang-huong-vua-hung-185251012110215324.htm
8adaf00adb82b0eb1e11229cc402556e,Kh&ocirc;ng cần cấm b&aacute;c sĩ si&ecirc;u &acirc;m th&ocirc;ng b&aacute;o giới t&iacute;nh thai nhi,2025-10-12T11:25:00,Thời sự,"<a href=""https://thanhnien.vn/khong-can-cam-bac-si-sieu-am-thong-bao-gioi-tinh-thai-nhi-185251012102406403.htm""><img src=""https://images2.thanhnien.vn/zoom/600_315/528068263637045248/2025/10/12/bv-duc-giang-so-sinh-17602372369161598269237-56-0-1306-2000-crop-17602372455151765989823.jpg""></a> S&aacute;ng 12.10, Ủy ban Văn h&oacute;a v&agrave; X&atilde; hội của Quốc hội đ&atilde; c&oacute; phi&ecirc;n họp to&agrave;n thể thẩm tra dự thảo luật D&acirc;n số, luật Ph&ograve;ng bệnh, do Bộ Y tế soạn thảo.",https://thanhnien.vn/khong-can-cam-bac-si-sieu-am-thong-bao-gioi-tinh-thai-nhi-185251012102406403.htm
b0d22d67e543585a8b0e22900ae5764a,Đo&agrave;n đại biểu Đảng bộ Ch&iacute;nh phủ v&agrave;o Lăng viếng B&aacute;c,2025-10-12T11:21:00,Thời sự,"<a href=""https://thanhnien.vn/doan-dai-bieu-dang-bo-chinh-phu-vao-lang-vieng-bac-185251012100347381.htm""><img src=""https://images2.thanhnien.vn/zoom/600_315/528068263637045248/2025/10/12/8e58ce3d-781d-4f39-b557-f245262b994d-17602380015421924093736-0-0-400-640-crop-17602386134381010562492.jpeg""></a> S&aacute;ng 12.10, Thủ tướng Phạm Minh Ch&iacute;nh đ&atilde; dẫn đầu đo&agrave;n đại biểu dự Đại hội Đảng bộ Ch&iacute;nh phủ lần thứ nhất, nhiệm kỳ 2025 - 2030 v&agrave;o Lăng viếng Chủ tịch Hồ Ch&iacute; Minh.",https://thanhnien.vn/doan-dai-bieu-dang-bo-chinh-phu-vao-lang-vieng-bac-185251012100347381.htm
8ec1de463fe30430452ad8969a934b27,"Đồng Th&aacute;p: Ch&aacute;y chợ B&igrave;nh H&agrave;ng T&acirc;y, 9 ki ốt bị thi&ecirc;u rụi",2025-10-12T10:39:00,Thời sự,"<a href=""https://thanhnien.vn/dong-thap-chay-cho-binh-hang-tay-9-ki-ot-bi-thieu-rui-185251012102538872.htm""><img src=""https://images2.thanhnien.vn/zoom/600_315/528068263637045248/2025/10/12/chay-cho-dong-thap-2-17602389975801324709134-173-0-949-1242-crop-1760239143986290455882.jpg""></a> Một vụ ch&aacute;y chợ vừa xảy ra ở Đồng Th&aacute;p khiến 9 ki ốt v&agrave; nhiều t&agrave;i sản của tiểu thương bị thi&ecirc;u rụi.",https://thanhnien.vn/dong-thap-chay-cho-binh-hang-tay-9-ki-ot-bi-thieu-rui-185251012102538872.htm
a562e57166388ff281a321f67c84194b,"Dự b&aacute;o từ đ&ecirc;m mai, miền Bắc bước v&agrave;o đợt mưa lớn 4 ng&agrave;y",2025-10-12T08:31:00,Thời sự,"<a href=""https://thanhnien.vn/du-bao-tu-dem-mai-mien-bac-buoc-vao-dot-mua-lon-4-ngay-185251012080807058.htm""><img src=""https://images2.thanhnien.vn/zoom/600_315/528068263637045248/2025/10/12/edit-edit-photo-1760230598162-17602306726001954726213-0-33-839-1375-crop-17602307096141274965039.jpeg""></a> Dự b&aacute;o từ đ&ecirc;m mai 13.10, miền Bắc bắt đầu đợt mưa lớn, k&eacute;o d&agrave;i khoảng  4 ng&agrave;y. Mưa lớn bắt đầu từ c&aacute;c tỉnh đ&ocirc;ng Bắc bộ, sau đ&oacute; mở rộng sang ph&iacute;a t&acirc;y Bắc bộ.",https://thanhnien.vn/du-bao-tu-dem-mai-mien-bac-buoc-vao-dot-mua-lon-4-ngay-185251012080807058.htm
ad93ba1c43e67bb9c6d840ba8fb957b2,Triển l&atilde;m thiết bị c&ocirc;ng nghệ chiến lược tại Đại hội Đảng bộ TP.HCM,2025-10-12T07:31:00,Thời sự,"<a href=""https://thanhnien.vn/trien-lam-thiet-bi-cong-nghe-chien-luoc-tai-dai-hoi-dang-bo-tphcm-185251011220627106.htm""><img src=""https://images2.thanhnien.vn/zoom/600_315/528068263637045248/2025/10/11/san-pham-robot-1760193269902601052109-0-91-1441-2397-crop-17601951140891783667771.jpg""></a> Trong khu&ocirc;n khổ Đại hội Đảng bộ TP.HCM diễn ra từ 13-15.10, triển l&atilde;m khoa học c&ocirc;ng nghệ quy tụ gần 30 gian h&agrave;ng với hơn 650 sản phẩm, giải ph&aacute;p thuộc 11 nh&oacute;m c&ocirc;ng nghệ chiến lược.",https://thanhnien.vn/trien-lam-thiet-bi-cong-nghe-chien-luoc-tai-dai-hoi-dang-bo-tphcm-185251011220627106.htm
f27d40af62fecfe4e7c8e0e20afbc233,N&acirc;ng mức trần thu nhập được mua nh&agrave; ở x&atilde; hội,2025-10-12T06:36:00,Thời sự,"<a href=""https://thanhnien.vn/nang-muc-tran-thu-nhap-duoc-mua-nha-o-xa-hoi-185251011232422854.htm""><img src=""https://images2.thanhnien.vn/zoom/600_315/528068263637045248/2025/10/11/photo-1760199711425-1760199712105600425145-0-0-1250-2000-crop-17602259081981188246674.jpeg""></a> S&aacute;ng 11.10, Thủ tướng Phạm Minh Ch&iacute;nh chủ tr&igrave; phi&ecirc;n họp của Ban Chỉ đạo T.Ư về ch&iacute;nh s&aacute;ch nh&agrave; ở v&agrave; thị trường bất động sản.",https://thanhnien.vn/nang-muc-tran-thu-nhap-duoc-mua-nha-o-xa-hoi-185251011232422854.htm
0b148367a86a3616a5b033e63a432ab3,Chủ tịch Quốc hội d&acirc;ng hương tưởng nhớ Chủ tịch T&ocirc;n Đức Thắng,2025-10-12T06:34:00,Thời sự,"<a href=""https://thanhnien.vn/chu-tich-quoc-hoi-dang-huong-tuong-nho-chu-tich-ton-duc-thang-185251011231003145.htm""><img src=""https://images2.thanhnien.vn/zoom/600_315/528068263637045248/2025/10/11/dang-huong-1760203182394980733889-48-0-648-960-crop-17602031966771227636345.jpeg""></a> Hướng tới kỷ niệm 80 năm Ng&agrave;y Tổng tuyển cử đầu ti&ecirc;n bầu Quốc hội (QH) VN (6.1.1946 - 6.1.2026), s&aacute;ng 11.10, Chủ tịch QH Trần Thanh Mẫn c&ugrave;ng đo&agrave;n c&ocirc;ng t&aacute;c đ&atilde; d&acirc;ng hương tại Di t&iacute;ch quốc gia đặc biệt Khu lưu niệm Chủ tịch T&ocirc;n Đức Thắng ở x&atilde; Mỹ H&ograve;a Hưng, An Giang.",https://thanhnien.vn/chu-tich-quoc-hoi-dang-huong-tuong-nho-chu-tich-ton-duc-thang-185251011231003145.htm
55eeb9da8cc612412135eb19730fb823,Tổng B&iacute; thư T&ocirc; L&acirc;m dự lễ khởi c&ocirc;ng trường phổ th&ocirc;ng nội tr&uacute; ở Nghệ An,2025-10-12T06:20:00,Thời sự,"<a href=""https://thanhnien.vn/tong-bi-thu-to-lam-du-le-khoi-cong-truong-pho-thong-noi-tru-o-nghe-an-185251011230658832.htm""><img src=""https://images2.thanhnien.vn/zoom/600_315/528068263637045248/2025/10/11/base64-1760225240030761866606-0-0-571-913-crop-1760225308211650609676.jpeg""></a> Ng&agrave;y 11.10, Tổng B&iacute; thư T&ocirc; L&acirc;m dự lễ khởi c&ocirc;ng x&acirc;y dựng Trường phổ th&ocirc;ng nội tr&uacute; li&ecirc;n cấp tiểu học v&agrave; THCS Na Ngoi, tỉnh Nghệ An. Đ&acirc;y l&agrave; ng&ocirc;i trường được triển khai theo chủ trương mới của Bộ Ch&iacute;nh trị về đầu tư x&acirc;y dựng 248 trường phổ th&ocirc;ng nội tr&uacute; li&ecirc;n cấp tiểu học, THCS tại c&aacute;c x&atilde; bi&ecirc;n giới đất liền.",https://thanhnien.vn/tong-bi-thu-to-lam-du-le-khoi-cong-truong-pho-thong-noi-tru-o-nghe-an-185251011230658832.htm
93c41579bbe09dc0fe8194ef5b976cf7,"MTTQ Việt Nam thăm hỏi, trao qu&agrave; hỗ trợ người d&acirc;n tại Th&aacute;i Nguy&ecirc;n, Bắc Ninh",2025-10-12T06:05:00,Thời sự,"<a href=""https://thanhnien.vn/mttq-viet-nam-tham-hoi-trao-qua-ho-tro-nguoi-dan-tai-thai-nguyen-bac-ninh-185251011221851093.htm""><img src=""https://images2.thanhnien.vn/zoom/600_315/528068263637045248/2025/10/11/n-vn-trao-tang-1-phong-may-tinh-tri-gia-100-trieu-dong-cho-dai-dien-truong-thcs-chua-hang-1anh-nguyen-truong-online-1760195-43-0-683-1024-crop-17601957418651488669986.jpg""></a> S&aacute;ng 11.10, Đo&agrave;n c&ocirc;ng t&aacute;c của Ủy ban T.Ư MTTQ VN do b&agrave; H&agrave; Thị Nga, Ph&oacute; chủ tịch Ủy ban T.Ư MTTQ VN, l&agrave;m trưởng đo&agrave;n đ&atilde; tới thăm hỏi, trao qu&agrave; hỗ trợ người d&acirc;n v&agrave; lực lượng hỗ trợ nh&acirc;n d&acirc;n khắc phục hậu quả b&atilde;o lũ tại Th&aacute;i Nguy&ecirc;n.",https://thanhnien.vn/mttq-viet-nam-tham-hoi-trao-qua-ho-tro-nguoi-dan-tai-thai-nguyen-bac-ninh-185251011221851093.htm
