Title,Date,Category,Description,Url
Bổ cập nước từ Nhà máy Yên Xá vào sông Tô Lịch,2025-09-20 20:25:00,Thời sự,"Sáng 20/9, nước thải sau xử lý từ Nhà máy Yên Xá bắt đầu được dẫn qua kênh riêng về sông Tô Lịch tại đập dâng Thanh Liệt, bổ sung khoảng 230.000 m3 mỗi ngày đêm.",https://vnexpress.net/bo-cap-nuoc-tu-nha-may-yen-xa-vao-song-to-lich-4941465.html
Hai Thứ trưởng Quốc phòng được kéo dài thời gian giữ chức vụ,2025-09-19 18:39:00,Thời sự,"Ngày 19/9, hai Thứ trưởng Quốc phòng gồm thượng tướng Hoàng Xuân Chiến và thượng tướng Vũ Hải Sản được Thủ tướng kéo dài thời gian giữ chức vụ.",https://vnexpress.net/hai-thu-truong-quoc-phong-duoc-keo-dai-thoi-gian-giu-chuc-vu-4941255.html
Đôn đốc tiến độ trạm dừng nghỉ cao tốc Bắc Nam,2025-09-19 23:45:00,Thời sự,"Cục Đường bộ Việt Nam yêu cầu các nhà đầu tư khẩn trương hoàn thành các trạm dừng nghỉ trên tuyến cao tốc Bắc Nam, đoạn từ Nghệ An đến Quảng Trị, trong năm nay.",https://vnexpress.net/don-doc-tien-do-tram-dung-nghi-cao-toc-bac-nam-4941280.html
Người đàn ông nghi say xỉn lái ôtô tông chết 3 mẹ con,2025-09-21 09:33:00,Thời sự,"TP HCM Tài xế Nguyễn Đức Thanh Nam, 32 tuổi, nghi sử dụng rượu bia, lái ôtô gây tai nạn, khiến ba 3 mẹ con tử vong.",https://vnexpress.net/nguoi-dan-ong-nghi-say-xin-lai-oto-tong-chet-3-me-con-4941621.html
Đình cổ chạm khắc đẹp nhất cả nước sau trùng tu,2025-09-20 00:00:00,Thời sự,"Nghệ An Đình Hoành Sơn rộng hơn 1.600 m2 được ""khoác áo mới"" khi thay một số cột và khấu kiện, song vẫn giữ nguyên bản nét cổ kính sau 1,5 năm trùng tu.",https://vnexpress.net/dinh-co-cham-khac-dep-nhat-ca-nuoc-sau-trung-tu-4937013.html
Vợ chồng bị xe ben cán tử vong,2025-09-19 17:23:00,Thời sự,"Vĩnh Long Vợ chồng 66 tuổi đi xe máy trên đường Nguyễn Văn Thảnh (quốc lộ 1A cũ), phường Cái Vồn, va chạm xe ben, tử vong tại chỗ, chiều 19/9.",https://vnexpress.net/vo-chong-bi-xe-ben-can-tu-vong-4941230.html
Hai tháng biến động nhân sự lãnh đạo Thanh Hóa,2025-09-19 17:08:00,Thời sự,"Hai tháng qua, Thanh Hóa biến động lớn về nhân sự khi nhiều lãnh đạo bị bắt hoặc nghỉ hưu sớm, Trung ương phải điều động và bầu nhân sự mới để đảm bảo điều hành công việc.",https://vnexpress.net/hai-thang-bien-dong-nhan-su-lanh-dao-thanh-hoa-4939223.html
Dự kiến chi 400 tỷ đồng hỗ trợ cán bộ công đoàn nghỉ việc sau sắp xếp,2025-09-19 15:00:00,Thời sự,"Cán bộ công đoàn chuyên trách nghỉ hưu trước tuổi sẽ được trợ cấp hưu trí một lần, tính bằng 0,8 tháng lương cho mỗi tháng nghỉ sớm; tổng kinh phí chi trả khoảng 400 tỷ đồng.",https://vnexpress.net/du-kien-chi-400-ty-dong-ho-tro-can-bo-cong-doan-nghi-viec-sau-sap-xep-4941096.html
"Toàn quốc sắp xếp trường học, bệnh viện công lập",2025-09-19 19:52:00,Thời sự,"Bộ Nội vụ đề nghị các địa phương nghiên cứu sắp xếp hệ thống trường học, bệnh viện công lập và tinh gọn đơn vị sự nghiệp theo chỉ đạo của Ban Chỉ đạo Trung ương về tổng kết Nghị quyết 18.",https://vnexpress.net/toan-quoc-sap-xep-truong-hoc-benh-vien-cong-lap-4941272.html
"Giá vé tàu Tết cao nhất hơn 3,7 triệu đồng",2025-09-20 13:13:00,Thời sự,"Đường sắt mở bán vé tàu Tết Bính Ngọ 2026 từ hôm nay, giá tăng 5-10% so với năm trước, cao nhất chặng Sài Gòn - Hà Nội hơn 3,7 triệu đồng.",https://vnexpress.net/gia-ve-tau-tet-cao-nhat-hon-3-7-trieu-dong-4941429.html
Bão Ragasa tăng cấp nhanh,2025-09-20 11:14:00,Thời sự,"Một ngày sau khi mạnh lên thành bão, Ragasa đã tăng ba cấp và dự báo tiếp tục mạnh thêm 4-5 cấp trong 24 giờ tới.",https://vnexpress.net/bao-ragasa-tang-cap-nhanh-4941342.html
"Diễn tập ứng phó sự cố bức xạ, hạt nhân",2025-09-19 16:26:00,Thời sự,"TP Huế Trong tình huống giả định Khoa Y học hạt nhân của bệnh viện xảy ra cháy, làm phát tán thuốc phóng xạ, các lực lượng đã phối hợp khống chế trong cuộc diễn tập ứng phó sự cố bức xạ, hạt nhân, ngày 19/9.",https://vnexpress.net/dien-tap-ung-pho-su-co-buc-xa-hat-nhan-4941038.html
Hai giờ trục vớt bom tấn gần cầu Long Biên,2025-09-19 06:56:00,Thời sự,"Hà Nội Hai quả bom sót lại sau chiến tranh mỗi quả nặng gần 1,4 tấn, còn nguyên ngòi nổ nằm cách cầu Long Biên hơn 300 m được công binh Bộ tư lệnh Thủ đô trục vớt đêm 18/9.",https://vnexpress.net/hai-gio-truc-vot-bom-tan-gan-cau-long-bien-4940868.html
Trận bom khiến 16 thanh niên xung phong hy sinh 53 năm trước,2025-09-19 14:30:00,Thời sự,"Quảng Trị Nằm trên tuyến đường chi viện từ miền Bắc cho miền Nam, bến phà Long Đại 2, xã Trường Ninh, từng là túi bom, nơi chôn vùi 16 thanh niên xung phong.",https://vnexpress.net/tran-bom-khien-16-thanh-nien-xung-phong-hy-sinh-53-nam-truoc-4940840.html
Trưởng bản cứu 90 người thoát lũ nhận Huân chương Lao động hạng Nhất,2025-09-19 11:08:00,Thời sự,"Anh Mùa A Thi, Trưởng bản Háng Pu Xi, xã Xa Dung, tỉnh Điện Biên, được trao Huân chương Lao động hạng Nhất vì dũng cảm cứu người, tài sản trong trận lũ quét ngày 1/8.",https://vnexpress.net/truong-ban-cuu-90-nguoi-thoat-lu-nhan-huan-chuong-lao-dong-hang-nhat-4941021.html
Gia Lai giỗ Hoàng đế Quang Trung,2025-09-20 16:35:00,Thời sự,"Lãnh đạo tỉnh Gia Lai cùng hàng nghìn người dân dâng hương, tưởng nhớ vua Quang Trung - Nguyễn Huệ tại Bảo tàng Quang Trung (xã Tây Sơn), sáng 20/9.",https://vnexpress.net/gia-lai-gio-hoang-de-quang-trung-4941457.html
"'Quy hoạch tốt giúp TP HCM hết kẹt xe, giảm ngập chứ không chỉ đẹp bản vẽ'",2025-09-19 11:50:00,Thời sự,"Tái lập Sở Quy hoạch - Kiến trúc, TP HCM cần thay đổi cách làm, giúp giải quyết ùn tắc, giảm ngập, thay vì đáp ứng tiêu chí cho đẹp bản vẽ, theo ông Nguyễn Đỗ Dũng.",https://vnexpress.net/quy-hoach-tot-giup-tp-hcm-het-ket-xe-giam-ngap-chu-khong-chi-dep-ban-ve-4940872.html
"Bão Mitag sắp vào Trung Quốc, gây mưa cho miền Bắc",2025-09-19 09:16:00,Thời sự,"Chiều tối nay bão Mitag vào Trung Quốc với sức gió cấp 8-9, hoàn lưu sau bão dự báo gây mưa cho miền Bắc trong hai ngày 23-24/9.",https://vnexpress.net/bao-mitag-sap-vao-trung-quoc-gay-mua-cho-mien-bac-4940919.html
Lợi - hại khi thu hẹp làn xe trong đô thị,2025-09-19 00:23:00,Thời sự,"Chuyên gia giao thông đánh giá việc thu hẹp làn đường ôtô sẽ tăng diện tích cho làn xe máy và thô sơ, song gây khó khăn cho xe tải, xe buýt lưu thông.",https://vnexpress.net/loi-hai-khi-thu-hep-lan-xe-trong-do-thi-4940598.html
Gần 14.000 tỷ đồng đầu tư kết nối giao thông miền Tây,2025-09-19 00:00:00,Thời sự,"TP Cần Thơ triển khai hai dự án mở rộng quốc lộ 61C và làm đường kết nối Ô Môn – Giồng Riềng, tổng vốn gần 14.000 tỷ đồng.",https://vnexpress.net/gan-14-000-ty-dong-dau-tu-ket-noi-giao-thong-mien-tay-4940828.html
"Mở rộng diện lãnh đạo chủ chốt của Đảng, Nhà nước",2025-09-18 18:32:00,Thời sự,"Lãnh đạo chủ chốt của Đảng, Nhà nước gồm 5 chức danh Tổng Bí thư, Chủ tịch nước, Thủ tướng, Chủ tịch Quốc hội, Thường trực Ban Bí thư.",https://vnexpress.net/mo-rong-dien-lanh-dao-chu-chot-cua-dang-nha-nuoc-4940790.html
Đà Nẵng đặt mục tiêu tăng trưởng bình quân 11% mỗi năm,2025-09-18 20:57:00,Thời sự,"Đà Nẵng đặt mục tiêu giai đoạn 2026-2030 tăng trưởng 11% mỗi năm, đến 2030 GRDP bình quân đầu người đạt 8.500 USD, cao hơn bình quân cả nước 1.000 USD.",https://vnexpress.net/da-nang-dat-muc-tieu-tang-truong-binh-quan-11-moi-nam-4940810.html
4 ôtô tông liên hoàn trong hầm Thủ Thiêm,2025-09-19 12:10:00,Thời sự,"TP HCM Xe tải và 3 ôtô 4-7 chỗ va chạm liên hoàn trong hầm Thủ Thiêm (đường hầm sông Sài Gòn) khiến giao thông ùn tắc một tiếng, sáng 19/9.",https://vnexpress.net/4-oto-tong-lien-hoan-trong-ham-thu-thiem-4941097.html
Lai Châu có tân Bí thư Tỉnh ủy,2025-09-19 10:26:00,Thời sự,"Ông Lê Minh Ngân, Phó bí thư Thường trực Tỉnh ủy, được bầu giữ chức Bí thư Tỉnh ủy Lai Châu nhiệm kỳ 2025-2030.",https://vnexpress.net/lai-chau-co-tan-bi-thu-tinh-uy-4940982.html
Tài xế xe buýt bị đình chỉ công việc vì vượt ẩu trên quốc lộ,2025-09-18 19:50:00,Thời sự,"Đồng Nai Tài xế xe buýt cố vượt lên rồi thắng đột ngột trước đầu xe gây mất an toàn giao thông, bị đơn vị quản lý dừng công việc.",https://vnexpress.net/tai-xe-xe-buyt-bi-dinh-chi-cong-viec-vi-vuot-au-tren-quoc-lo-4940817.html
"Đề nghị cấm xe tải, xe khách đi sát dải phân cách trên 8 cao tốc",2025-09-20 11:30:00,Thời sự,"Cục CSGT đề nghị Cục Đường bộ Việt Nam mở rộng quy định hạn chế xe khách trên 29 chỗ, xe tải trên 7,5 tấn đi làn sát dải phân cách trên 8 cao tốc.",https://vnexpress.net/de-nghi-cam-xe-tai-xe-khach-di-sat-dai-phan-cach-tren-8-cao-toc-4940625.html
Nhiều người trẻ đến thành cổ Quảng Trị tri ân,2025-09-19 00:00:00,Thời sự,"Sau khi xem phim ""Mưa đỏ"", Huỳnh Ngọc Trúc đã rút ngắn hành trình du lịch Huế để tới thành cổ Quảng Trị thắp hương tri ân các anh hùng liệt sĩ.",https://vnexpress.net/nhieu-nguoi-tre-den-thanh-co-quang-tri-tri-an-4940517.html
"Nước chảy xiết, tài xế dừng ôtô chắn cho dòng xe máy qua",2025-09-18 18:31:00,Thời sự,"Đồng Nai Mưa lớn gây ngập nhiều đường ở Biên Hòa, nhiều ôtô dừng lại chắn dòng nước xiết để xe máy đi qua an toàn.",https://vnexpress.net/nuoc-chay-xiet-tai-xe-dung-oto-chan-cho-dong-xe-may-qua-4940800.html
Tổng Bí thư: Xử lý căn cơ những điểm nghẽn về đất đai,2025-09-18 17:28:00,Thời sự,"Hà Nội Tổng Bí thư Tô Lâm yêu cầu khi sửa đổi Luật Đất đai phải nhận diện đầy đủ khó khăn, vướng mắc, bảo đảm phương án xử lý tổng thể, căn cơ và đồng bộ.",https://vnexpress.net/tong-bi-thu-xu-ly-can-co-nhung-diem-nghen-ve-dat-dai-4940781.html
Nhiều người ở TP HCM bị phạt vì đi bộ sang đường sai quy định,2025-09-18 17:47:00,Thời sự,"Nhiều sinh viên leo qua dải phân cách, băng qua đường không đúng quy định bị CSGT xử phạt.",https://vnexpress.net/nhieu-nguoi-o-tp-hcm-bi-phat-vi-di-bo-sang-duong-sai-quy-dinh-4940798.html
Cà Mau có tân Phó bí thư Tỉnh ủy,2025-09-18 16:14:00,Thời sự,"Ban Bí thư chuẩn y ông Hồ Thanh Thủy, Trưởng ban Tổ chức Tỉnh ủy Cà Mau giữ chức Phó bí thư Tỉnh ủy nhiệm kỳ 2020-2025.",https://vnexpress.net/ca-mau-co-tan-pho-bi-thu-tinh-uy-4940752.html
6 căn nhà bị sạt lở xuống sông Tiền,2025-09-20 09:29:00,Thời sự,"Đồng Tháp Bờ sông Tiền tại phường Cao Lãnh bất ngờ sụp dài 100 m, cuốn 6 nhà dân xuống sông, một người bị thương, sáng 20/9.",https://vnexpress.net/6-can-nha-bi-sat-lo-xuong-song-tien-4941362.html
Lấn 18.000 m2 biển làm kho xăng và nhiên liệu bay ở vịnh Cam Ranh,2025-09-18 15:46:00,Thời sự,Tỉnh Khánh Hòa sẽ san nền lấn biển 18.000 m2 ở vịnh Cam Ranh để làm dự án kho xăng dầu đầu nguồn kết hợp nhiên liệu bay Ba Ngòi ở phường Cam Linh.,https://vnexpress.net/lan-18-000-m2-bien-lam-kho-xang-va-nhien-lieu-bay-o-vinh-cam-ranh-4940729.html
Vì sao người trẻ không muốn gắn bó nông nghiệp?,2025-09-21 05:00:00,Thời sự,"Thu nhập thấp, công việc nặng nhọc khiến nông nghiệp dần mất người trẻ, đặt ra thách thức cho ngành vốn là trụ đỡ kinh tế.",https://vnexpress.net/vi-sao-nguoi-tre-khong-muon-gan-bo-nong-nghiep-4935532.html
Cao tốc Vĩnh Hảo - Phan Thiết xói lở do 'tháo gờ chắn nước',2025-09-19 00:00:00,Thời sự,"Lâm Đồng Một số gờ bêtông chắn nước bị đục bỏ được cho là nguyên nhân gây xói lở cục bộ trên cao tốc Vĩnh Hảo – Phan Thiết, hiện đã được sửa.",https://vnexpress.net/cao-toc-vinh-hao-phan-thiet-xoi-lo-do-thao-go-chan-nuoc-4940776.html
Áp thấp nhiệt đới mạnh lên thành bão,2025-09-18 15:19:00,Thời sự,"Áp thấp nhiệt đới trên Biển Đông đã mạnh lên thành bão, tên quốc tế Mitag, hướng vào Quảng Đông (Trung Quốc), không ảnh hưởng trực tiếp đến Việt Nam.",https://vnexpress.net/ap-thap-nhiet-doi-manh-len-thanh-bao-4940688.html
Hà Nội sẽ chấm dứt hoàn toàn việc chôn lấp rác thải,2025-09-18 15:08:00,Thời sự,"Phó chủ tịch UBND TP Hà Nội Nguyễn Trọng Đông cho biết thành phố đặt mục tiêu dừng hẳn việc chôn lấp rác sinh hoạt, thay thế bằng công nghệ xử lý hiện đại.",https://vnexpress.net/ha-noi-se-cham-dut-hoan-toan-viec-chon-lap-rac-thai-4940655.html
Người dân chuyển sang phương tiện xanh sẽ được hỗ trợ tài chính,2025-09-18 11:53:00,Thời sự,"Bộ Tài chính nghiên cứu hỗ trợ tài chính để người dân chuyển đổi sang phương tiện xanh và sử dụng giao thông công cộng, Phó thủ tướng Trần Hồng Hà chỉ đạo.",https://vnexpress.net/nguoi-dan-chuyen-sang-phuong-tien-xanh-se-duoc-ho-tro-tai-chinh-4940570.html
Thay 'áo mới' cho các điểm trường xuống cấp ở Lào Cai,2025-09-19 10:58:00,Thời sự,"Ngày 18/9, Quỹ Hy vọng cùng Tập đoàn FPT bàn giao 4 công trình sửa chữa, cải tạo cho các điểm trường mầm non và tiểu học ở xã Bát Xát, Trịnh Tường.",https://vnexpress.net/thay-ao-moi-cho-cac-diem-truong-xuong-cap-o-lao-cai-4940871.html
"Nạn nhân vụ đâm xe ở Quảng Trị: 'Xe lao quá nhanh, không ai kịp tránh'",2025-09-18 00:44:00,Thời sự,"Từ quốc lộ 9, mất khoảng 4 giây xe tải ủi bay hàng loạt xe máy và ki-ốt rồi tông vào cửa hàng sửa đồng hồ ở chợ Tân Long làm 3 người chết, 9 người bị thương.",https://vnexpress.net/nan-nhan-vu-dam-xe-o-quang-tri-xe-lao-qua-nhanh-khong-ai-kip-tranh-4940323.html
Đà Nẵng thi sáng tác logo thành phố mới,2025-09-17 22:30:00,Thời sự,"UBND TP Đà Nẵng phát động cuộc thi sáng tác biểu trưng, giải nhất 150 triệu đồng, nhằm chọn logo chính thức sau sáp nhập với Quảng Nam.",https://vnexpress.net/da-nang-thi-sang-tac-logo-thanh-pho-moi-4940391.html
Máy bay hạ cánh khẩn cấp tại Thổ Nhĩ Kỳ để cứu hành khách,2025-09-18 09:53:00,Thời sự,Chuyến bay VN30 của Vietnam Airlines từ Frankfurt (Đức) đi TP HCM ngày 17/9 phải hạ cánh khẩn cấp xuống sân bay quốc tế Istanbul (Thổ Nhĩ Kỳ) để cấp cứu một hành khách gặp sự cố sức khỏe.,https://vnexpress.net/may-bay-ha-canh-khan-cap-tai-tho-nhi-ky-de-cuu-hanh-khach-4940522.html
'Mô hình dưỡng lão bán trú cần trở thành trụ cột an sinh mới',2025-09-18 01:00:00,Thời sự,"Trước gợi ý của Tổng Bí thư về mô hình dưỡng lão bán trú ""sáng đi, chiều về"", chuyên gia nhận định mô hình này cần trở thành trụ cột an sinh trong bối cảnh già hóa dân số và gia đình bận rộn.",https://vnexpress.net/mo-hinh-duong-lao-ban-tru-can-tro-thanh-tru-cot-an-sinh-moi-4940088.html
"Áp thấp nhiệt đới vào Biển Đông, sắp mạnh lên thành bão",2025-09-18 10:04:00,Thời sự,"Sau khi vào Biển Đông rạng sáng 18/9, áp thấp nhiệt đới có khả năng mạnh lên thành cơn bão thứ 8 trong năm nay.",https://vnexpress.net/ap-thap-nhiet-doi-vao-bien-dong-sap-manh-len-thanh-bao-4940474.html
Rừng dương ven biển Gia Lai chết hàng loạt,2025-09-18 00:00:00,Thời sự,"Hàng nghìn cây dương (phi lao) trồng dọc bờ biển xã An Lương (huyện Phù Mỹ, Bình Định cũ) chết khô, vàng lá, nhiều diện tích có dấu hiệu lan rộng.",https://vnexpress.net/rung-duong-ven-bien-gia-lai-chet-hang-loat-4939703.html
Tổng Bí thư: Đô thị và nông thôn phải phát triển cân bằng,2025-09-17 18:35:00,Thời sự,"Tổng Bí thư Tô Lâm cho rằng đô thị và nông thôn phải được quy hoạch bài bản, tạo thành một chỉnh thể thống nhất, phát triển cân bằng, bổ sung và hỗ trợ lẫn nhau.",https://vnexpress.net/tong-bi-thu-do-thi-va-nong-thon-phai-phat-trien-can-bang-4940322.html
Bàn giao lớp học mới cho trẻ em vùng biên Thanh Hóa,2025-09-18 07:52:00,Thời sự,"Ngày 17/9, hai lớp học mầm non được Quỹ Hy Vọng và Home Credit Việt Nam bàn giao tại xã Trung Lý sau ba tháng sửa chữa.",https://vnexpress.net/ban-giao-lop-hoc-moi-cho-tre-em-vung-bien-thanh-hoa-4940402.html
Hà Nội nghiên cứu xây Bảo tàng Bia,2025-09-17 21:15:00,Thời sự,"Thành phố giao các sở, ngành liên quan rà soát, điều chỉnh quy hoạch khu đất 183 Hoàng Hoa Thám - nơi đặt Nhà máy bia Hà Nội - để triển khai dự án Bảo tàng Bia.",https://vnexpress.net/ha-noi-nghien-cuu-xay-bao-tang-bia-4940371.html
Áp thấp nhiệt đới đêm nay vào Biển Đông,2025-09-17 21:02:00,Thời sự,"Áp thấp nhiệt đới được dự báo vào Biển Đông đêm nay, mạnh lên thành bão và hướng vào lục địa Trung Quốc, không ảnh hưởng trực tiếp đến Việt Nam.",https://vnexpress.net/ap-thap-nhiet-doi-dem-nay-vao-bien-dong-4940369.html
Gần 100 thùng da heo bốc mùi tại cơ sở làm lạp xưởng,2025-09-17 17:49:00,Thời sự,Gia Lai Gần 100 thùng nhựa loại 200 lít chứa da và mỡ heo trong tình trạng bốc mùi hôi thối vừa bị lực lượng chức năng phát hiện tại một cơ sở sản xuất lạp xưởng.,https://vnexpress.net/gan-100-thung-da-heo-boc-mui-tai-co-so-lam-lap-xuong-4940309.html
Đề xuất coi quyền sở hữu trí tuệ là tài sản giao dịch,2025-09-18 16:00:00,Thời sự,"Bộ Khoa học và Công nghệ đề xuất coi quyền sở hữu trí tuệ như tài sản để định giá, thế chấp, huy động vốn, tương tự bất động sản hoặc chứng khoán.",https://vnexpress.net/de-xuat-coi-quyen-so-huu-tri-tue-la-tai-san-giao-dich-4940589.html
Cảnh sát giao thông muốn thu hẹp làn đường ôtô ở nội đô,2025-09-17 22:23:00,Thời sự,"Cục CSGT cho biết sẽ phối hợp chính quyền địa phương nghiên cứu thu hẹp làn ôtô dưới mức 3,5 m hiện nay, nhằm buộc xe đi theo hàng, tránh dàn hàng ngang gây ùn tắc và tai nạn.",https://vnexpress.net/canh-sat-giao-thong-muon-thu-hep-lan-duong-oto-o-noi-do-4940372.html
Hai người tử vong trên ruộng lúa,2025-09-17 15:50:00,Thời sự,"Gia Lai Ba người đàn ông đi bắn chim ở xã Phù Mỹ Tây khi qua ruộng lúa đã gặp nạn, hai người tử vong, nghi vướng dây điện bẫy chuột.",https://vnexpress.net/hai-nguoi-tu-vong-tren-ruong-lua-4940241.html
Ông Nguyễn Hoài Anh giữ chức Chủ tịch UBND tỉnh Thanh Hóa,2025-09-17 15:57:00,Thời sự,"Phó bí thư Tỉnh ủy Nguyễn Hoài Anh được HĐND bầu giữ chức Chủ tịch UBND tỉnh Thanh Hóa nhiệm kỳ 2021-2026, thay ông Đỗ Minh Tuấn đã bị cho nghỉ hưu trước tuổi.",https://vnexpress.net/ong-nguyen-hoai-anh-giu-chuc-chu-tich-ubnd-tinh-thanh-hoa-4940205.html
Ông Quản Minh Cường tái đắc cử Bí thư Tỉnh ủy Cao Bằng,2025-09-17 20:13:00,Thời sự,"Ông Quản Minh Cường, Bí thư Tỉnh ủy Cao Bằng nhiệm kỳ 2020-2025, tiếp tục được bầu giữ chức Bí thư Tỉnh ủy nhiệm kỳ 2025-2030.",https://vnexpress.net/ong-quan-minh-cuong-tai-dac-cu-bi-thu-tinh-uy-cao-bang-4940345.html
"Phi công Su-27, trưởng đoàn cứu hộ động đất ở Myanmar sắp được tôn vinh",2025-09-17 15:47:00,Thời sự,"Phi công Su-27 Nguyễn Hoàng Hải Quang và nữ giám đốc Trung tâm C4 Lê Thị Hằng là hai trong 304 tập thể, cá nhân sẽ được tôn vinh tại Đại hội Quyết thắng toàn quân.",https://vnexpress.net/phi-cong-su-27-truong-doan-cuu-ho-dong-dat-o-myanmar-sap-duoc-ton-vinh-4940165.html
Người dân TP HCM đóng tiền phạt giao thông qua mã QR code,2025-09-17 11:48:00,Thời sự,"Với một số lỗi vi phạm giao thông, người dân có thể đóng tiền bằng hình thức quét QR code, chuyển khoản, thay cho nộp phạt trực tiếp để tạo sự tiện lợi.",https://vnexpress.net/nguoi-dan-tp-hcm-dong-tien-phat-giao-thong-qua-ma-qr-code-4940134.html
Bộ Nội vụ đề xuất lao động tham gia việc làm công hưởng lương làm thêm đến 300%,2025-09-17 20:56:00,Thời sự,"Dự thảo nghị định của Bộ Nội vụ quy định người lao động tham gia việc làm công theo hình thức cộng đồng chỉ làm tối đa 8 giờ mỗi ngày, không quá 12 giờ kể cả làm thêm, lương làm thêm từ 150 đến 300%.",https://vnexpress.net/bo-noi-vu-de-xuat-lao-dong-tham-gia-viec-lam-cong-huong-luong-lam-them-den-300-4940326.html
Nhà thi đấu Phan Đình Phùng dự kiến khởi công vào năm 2027,2025-09-18 17:50:00,Thời sự,Dự án nhà thi đấu Phan Đình Phùng ở trung tâm TP HCM đang được sở ngành tham mưu điều chỉnh quy hoạch và chuẩn thị thủ tục đầu tư để khởi công vào quý 3/2027.,https://vnexpress.net/nha-thi-dau-phan-dinh-phung-du-kien-khoi-cong-vao-nam-2027-4940796.html
Cán bộ nghỉ việc do tinh gọn bộ máy có thể nhận 24 tháng lương,2025-09-18 16:51:00,Thời sự,"Từ ngày 17/9, cán bộ, công chức, viên chức, người lao động nghỉ việc do sắp xếp bộ máy, đơn vị hành chính có thể được trợ cấp một lần tối đa 24 tháng lương.",https://vnexpress.net/can-bo-nghi-viec-do-tinh-gon-bo-may-co-the-nhan-24-thang-luong-4940718.html
Tìm thấy hai hài cốt liệt sĩ ở trường Bồ Đề,2025-09-17 11:46:00,Thời sự,"Đội 584 Bộ Chỉ huy quân sự tỉnh Quảng Trị vừa tìm thấy hai hài cốt liệt sĩ tại di tích trường Bồ Đề, gần khu vực thành cổ Quảng Trị.",https://vnexpress.net/tim-thay-hai-hai-cot-liet-si-o-truong-bo-de-4940110.html
"'Phòng ngừa an ninh phi truyền thống phải dựa trên khoa học, công nghệ'",2025-09-18 17:18:00,Thời sự,"Hà Nội Thủ tướng Phạm Minh Chính khẳng định phòng ngừa an ninh phi truyền thống cần ưu tiên hàng đầu, đặt trên nền tảng khoa học, đổi mới sáng tạo và chuyển đổi số để ứng phó hiệu quả.",https://vnexpress.net/phong-ngua-an-ninh-phi-truyen-thong-phai-dua-tren-khoa-hoc-cong-nghe-4940581.html
"Xe tải lao vào chợ, ba người chết",2025-09-17 09:11:00,Thời sự,"Quảng Trị Xe tải bất ngờ lao vào những người đang bán chuối ở chợ Tân Long, xã Lao Bảo làm 3 người chết, 9 người bị thương, sáng 17/9.",https://vnexpress.net/xe-tai-lao-vao-cho-ba-nguoi-chet-4940019.html
Vận hành tàu khách đưa đón công chức ở Hải Phòng,2025-09-17 09:55:00,Thời sự,"Từ ngày 22/9, ngành đường sắt sẽ thí điểm đôi tàu phục vụ khoảng 300 công chức, người lao động trên tuyến Hải Dương - Hải Phòng hàng ngày.",https://vnexpress.net/van-hanh-tau-khach-dua-don-cong-chuc-o-hai-phong-4940055.html
Ba tháng kỹ sư Việt nâng cầu Bình Triệu nặng 11.000 tấn,2025-09-17 06:00:00,Thời sự,"Cầu Bình Triệu 1 ở cửa ngõ TP HCM, kết cấu nặng 11.000 tấn, được kỹ sư Việt Nam nâng cao hơn một mét, giúp tàu lớn dễ thông thương trên sông Sài Gòn, ra vào cảng.",https://vnexpress.net/ba-thang-ky-su-viet-nang-cau-binh-trieu-nang-11-000-tan-4939897.html
Những cựu binh nhiều lần trở lại thành cổ Quảng Trị,2025-09-17 00:29:00,Thời sự,"Quảng Trị Ông Lê Kim Nghiễn ba lần, ông Phạm Văn Hùng 13 lần trở lại thành cổ và lần nào cũng rưng rưng khi nhớ lại những đồng đội đã nằm xuống.",https://vnexpress.net/nhung-cuu-binh-nhieu-lan-tro-lai-thanh-co-quang-tri-4938882.html
Khai trừ 14 đảng viên thuộc Đảng bộ Viện Pháp y tâm thần Trung ương,2025-09-16 23:16:00,Thời sự,"Ủy ban Kiểm tra Thành ủy Hà Nội đã khai trừ 14 đảng viên, cảnh cáo, khiển trách với một số tổ chức, cá nhân thuộc Viện Pháp y tâm thần Trung ương.",https://vnexpress.net/khai-tru-14-dang-vien-thuoc-dang-bo-vien-phap-y-tam-than-trung-uong-4939930.html
Tử vong khi đạp xe ngược chiều trên cầu Nhật Tân,2025-09-17 10:56:00,Thời sự,"Hà Nội Người đàn ông trung niên bị ôtô tông tử vong khi đạp xe ngược chiều trên cầu Nhật Tân bắc qua sông Hồng, nối quận Tây Hồ với huyện Đông Anh cũ.",https://vnexpress.net/mat-mang-khi-dap-xe-nguoc-chieu-tren-cau-nhat-tan-4940078.html
Cứu bốn thuyền viên ôm thùng xốp lênh đênh trên biển,2025-09-17 13:48:00,Thời sự,"An Giang Bốn thuyền viên trên tàu cá bị chìm được cứu sống sau ba giờ bám vào thùng xốp trôi giữa biển, ngày 17/9.",https://vnexpress.net/cuu-bon-thuyen-vien-om-thung-xop-lenh-denh-tren-bien-4940170.html
Áp thấp nhiệt đới xuất hiện gần Biển Đông,2025-09-16 16:15:00,Thời sự,"Dự báo áp thấp nhiệt đới những ngày tới mạnh lên thành bão, đi vào Biển Đông, trong khi đó ở giữa Biển Đông đang tồn tại một vùng áp thấp.",https://vnexpress.net/ap-thap-nhiet-doi-xuat-hien-gan-bien-dong-4939826.html
